row,col,fitted_celltype,Dataset,PCA1,PCA2,UMAP1,UMAP2,UMAP1_cluster,domain_cluster,Tumor_label
real_340,242.1259,89.36828,Invasive_Tumor,Xenium Reference,-5.20960427882724,-3.14777729940736,6.5455386515853,13.259414209444,2,Domain 1,Tumor
real_341,245.5017,90.01022,Prolif_Invasive_Tumor,Xenium Reference,-2.90670179991841,-3.42374541045482,4.2709705706832,6.63021756561469,4,Domain 1,Tumor
real_342,244.2431,90.49091,Prolif_Invasive_Tumor,Xenium Reference,-4.74375206557184,-3.21307429300273,2.84260033333273,9.98669005783271,4,Domain 1,Tumor
real_343,240.6245,90.79889,Invasive_Tumor,Xenium Reference,-5.23922258919386,-3.05715737171574,6.20811246597739,11.5601487294025,2,Domain 1,Tumor
real_344,251.4178,90.90997,Endothelial,Xenium Reference,12.7878615196869,-2.05601033649792,7.29331945145102,-21.9408516749554,7,Domain 3,Tumor
real_345,246.9097,91.57271,Invasive_Tumor,Xenium Reference,-1.10609596117719,-3.79869112900927,7.92092679703208,-0.708979056756982,3,Domain 1,Tumor
real_346,242.2778,92.02667,Prolif_Invasive_Tumor,Xenium Reference,-5.32776153144131,-3.42922205878065,3.3177873965499,10.9845910206623,4,Domain 1,Tumor
real_347,240.4261,93.58501,Invasive_Tumor,Xenium Reference,-4.46697002830678,-3.71494034671578,5.41469644272299,4.24533559234809,4,Domain 1,Tumor
real_348,252.4468,93.41867,Endothelial,Xenium Reference,15.3392410629517,-3.00359062005221,7.28211187088461,-22.0103669032269,7,Domain 3,Tumor
real_349,245.8357,93.62649,Invasive_Tumor,Xenium Reference,-4.07963441055625,-3.48223138521704,7.8983218547103,10.5438075199909,2,Domain 1,Tumor
real_350,243.2828,93.50194,Invasive_Tumor,Xenium Reference,-5.25452555926385,-3.47877118334696,8.23314737045737,14.2743868962116,2,Domain 1,Tumor
real_351,244.1966,95.09754,Invasive_Tumor,Xenium Reference,-5.06492813896902,-3.42888562860735,9.06860326492758,13.5646453038044,2,Domain 1,Tumor
real_352,241.5893,94.94495,Invasive_Tumor,Xenium Reference,-4.90831015354459,-3.80835029275953,7.39962934219809,12.2567439213581,2,Domain 1,Tumor
real_353,246.112,95.43038,Invasive_Tumor,Xenium Reference,-4.34366845654998,-3.50171785624364,10.2127606745956,10.8317322865314,2,Domain 1,Tumor
real_354,244.7976,96.85317,Invasive_Tumor,Xenium Reference,-4.83371633782485,-2.85107997372258,5.10169433319541,9.39626647384833,4,Domain 1,Tumor
real_355,247.2543,96.0093,Invasive_Tumor,Xenium Reference,-2.63029750981896,-3.90297604231891,8.96043657028647,1.67507649810981,3,Domain 1,Tumor
real_356,253.1902,96.45769,Endothelial,Xenium Reference,16.061590055586,-3.73315044293549,7.28281568253012,-22.0152649745159,7,Domain 3,Tumor
real_357,242.8717,96.70338,Invasive_Tumor,Xenium Reference,-4.91003153974797,-3.27548989337943,8.17726777756186,13.2218175068684,2,Domain 1,Tumor
real_358,252.3218,98.20954,Stromal,Xenium Reference,12.3658298108432,-4.10068666279394,1.13482617104025,-14.6846718653851,6,Domain 2,Stromal
real_359,249.3084,96.89506,Invasive_Tumor,Xenium Reference,2.74412352023108,-4.59582944136582,8.8840224620101,-2.88941000549127,3,Domain 1,Tumor
real_360,240.8281,98.11031,Invasive_Tumor,Xenium Reference,-3.3394551277646,-3.46879590367894,4.70112251007529,2.1748347416706,3,Domain 1,Tumor
real_361,244.4243,98.54824,Invasive_Tumor,Xenium Reference,-4.46730272312546,-3.02483413923203,6.4095318194625,9.50103999527167,4,Domain 1,Tumor
real_362,241.2529,99.07608,Invasive_Tumor,Xenium Reference,-3.50012988881115,-3.41048890806651,9.26018117630454,8.09879447372626,3,Domain 1,Tumor
real_363,242.6255,98.63431,Invasive_Tumor,Xenium Reference,-4.62050081006687,-2.97344566160481,9.81437753403159,10.5295252934284,2,Domain 1,Tumor
real_364,247.7885,98.6974,Invasive_Tumor,Xenium Reference,-1.77242945890609,-4.22943061723579,7.69741700851889,0.164339317399969,3,Domain 1,Tumor
real_365,246.2069,99.37957,Invasive_Tumor,Xenium Reference,-3.76437581245215,-3.31040165688023,8.53573392593833,3.90321875961494,3,Domain 1,Tumor
real_366,240.1828,99.37094,Invasive_Tumor,Xenium Reference,-2.55088954010554,-3.31017848565859,4.65246509277793,2.93991614731025,3,Domain 1,Tumor
real_367,239.9472,96.33616,Invasive_Tumor,Xenium Reference,-2.36785010290293,-4.05577260334898,4.3521268244979,1.37140537651252,3,Domain 1,Tumor
real_368,254.4337,87.02577,CD8+_T_Cells,Xenium Reference,14.0780000368883,-2.63648398681837,-0.63103203213243,-12.2996306285076,6,Domain 2,Stromal
real_369,262.3455,40.19142,Invasive_Tumor,Xenium Reference,-4.84495560537732,-3.28604945689047,7.73683999741049,12.1665082112141,2,Domain 1,Tumor
real_370,259.8956,41.05461,Prolif_Invasive_Tumor,Xenium Reference,-4.75996692555714,-2.63605788234476,3.41180251800986,9.82487536819648,4,Domain 1,Tumor
real_371,261.3048,41.19349,Invasive_Tumor,Xenium Reference,-4.92737324065518,-2.97667001570894,8.84041761124106,13.6249280110187,2,Domain 1,Tumor
real_372,257.8638,40.57011,Invasive_Tumor,Xenium Reference,-4.71393996740643,-2.92490968579052,8.57388662064047,10.3018527165241,2,Domain 1,Tumor
real_373,256.932,41.94435,Invasive_Tumor,Xenium Reference,-3.27428929846015,-3.08729632239461,10.5906274195907,3.62763644607734,9,Domain 1,Tumor
real_374,254.9206,41.25733,Invasive_Tumor,Xenium Reference,-1.64331814765185,-3.16806599828703,9.63502572739096,0.619322551805487,3,Domain 1,Tumor
real_375,258.7512,42.53061,Prolif_Invasive_Tumor,Xenium Reference,-4.23203706054781,-2.96501923251906,5.14978622162314,8.09011508377265,4,Domain 1,Tumor
real_376,253.6553,42.82817,Prolif_Invasive_Tumor,Xenium Reference,1.42139420264305,-2.78850086123951,9.24245141708823,-4.01508234588433,3,Domain 1,Tumor
real_377,261.2544,43.12376,Invasive_Tumor,Xenium Reference,-4.78954398242424,-2.93403336183955,10.217882859349,12.1185250416584,2,Domain 1,Tumor
real_378,262.7572,43.08647,Invasive_Tumor,Xenium Reference,-5.06830913565142,-3.01482814879624,8.55061219894858,13.8482356205768,2,Domain 1,Tumor
real_379,256.1403,43.55286,Invasive_Tumor,Xenium Reference,0.0658602954015338,-3.12534305595764,8.90540860855551,-2.33689807502557,3,Domain 1,Tumor
real_380,259.9069,44.32183,Invasive_Tumor,Xenium Reference,-2.83966384227414,-2.78142810628646,9.41762422287436,3.17839337738227,3,Domain 1,Tumor
real_381,262.6604,44.44908,Invasive_Tumor,Xenium Reference,-3.34431527177948,-3.37837979831557,8.45633004868002,3.73526097686957,3,Domain 1,Tumor
real_382,257.9615,44.65814,Invasive_Tumor,Xenium Reference,-0.0843472307337329,-2.96182507152317,8.66604970657797,-2.24180571882058,3,Domain 1,Tumor
real_383,261.0664,45.59947,Invasive_Tumor,Xenium Reference,-1.21629869334053,-3.1401764972097,9.14293073379965,-0.985632674377451,3,Domain 1,Tumor
real_384,256.2721,45.24305,CD8+_T_Cells,Xenium Reference,4.16610299533977,-2.22837445984726,6.72596620285483,-11.1821913584881,6,Domain 2,Stromal
real_385,255.2481,45.53777,Endothelial,Xenium Reference,5.47421130621964,-2.01892032157007,7.46444677078696,-21.0476307734661,7,Domain 3,Tumor
real_386,262.0778,46.22894,Invasive_Tumor,Xenium Reference,0.556846190344499,-3.46091992528667,9.26912473404379,-2.63903473464776,3,Domain 1,Tumor
real_387,259.818,46.56324,Invasive_Tumor,Xenium Reference,2.44085779328972,-2.90994649083437,8.57498429977866,-2.8794535264187,3,Domain 1,Tumor
real_388,254.699,46.65655,Endothelial,Xenium Reference,6.11655447943978,-1.85178023434147,7.63259576523276,-21.1736740931683,7,Domain 3,Tumor
real_389,258.0861,47.16698,Endothelial,Xenium Reference,7.17910315546803,-1.77401041253539,7.34811853134604,-20.8628983363323,7,Domain 3,Tumor
real_390,256.3017,48.48399,Macrophages_1,Xenium Reference,7.34283673872871,-1.86607841947266,5.23196862900229,-14.0385680064373,6,Domain 2,Stromal
real_391,254.8572,48.71798,CD8+_T_Cells,Xenium Reference,5.01742602360629,-2.96188396770653,7.56487153732749,-11.5194516047649,6,Domain 2,Stromal
real_392,257.8574,49.16789,CD4+_T_Cells,Xenium Reference,8.94562404038151,-1.90268991141627,-0.83678004628448,-12.7616915568523,6,Domain 2,Stromal
real_393,261.4295,48.95228,Endothelial,Xenium Reference,10.9263328000219,-2.22647773318433,5.70142577850791,-21.5179676875286,7,Domain 3,Tumor
real_394,254.1567,50.16843,Invasive_Tumor,Xenium Reference,0.824817509582617,-2.8280639172931,4.90820049011679,-2.822436319273,9,Domain 1,Tumor
real_395,261.2965,50.26313,Endothelial,Xenium Reference,13.1660410031037,-1.897523168905,5.69874452316733,-21.8268666133099,7,Domain 3,Tumor
real_396,257.3402,51.41875,Invasive_Tumor,Xenium Reference,6.83707490574979,-3.53533948849485,5.52955697739096,-3.10054503528405,3,Domain 1,Tumor
real_397,255.6232,51.43772,Invasive_Tumor,Xenium Reference,3.03271454812913,-3.0503954528407,5.05592321121665,-2.77999590484429,3,Domain 1,Tumor
real_398,258.9852,50.49283,T_Cell_&_Tumor_Hybrid,Xenium Reference,10.8539992980542,-3.03974329647591,5.85243581497641,-10.247572408598,6,Domain 2,Stromal
real_399,254.4405,51.63439,Invasive_Tumor,Xenium Reference,0.350963826477828,-2.56442788042642,4.47202228271933,-1.44329631475736,3,Domain 1,Tumor
real_400,259.8472,51.03383,Macrophages_1,Xenium Reference,13.2136213371349,-2.57123255496,5.84262870514365,-15.1630892619305,6,Domain 2,Stromal
real_401,262.5502,51.42065,Endothelial,Xenium Reference,14.5112128311764,-1.61068844478637,5.57218669617148,-22.5482163294964,7,Domain 3,Tumor
real_402,260.8091,51.83054,Endothelial,Xenium Reference,13.6889987963109,-2.13175094550292,5.57703803741904,-22.5062565669231,7,Domain 3,Tumor
real_403,255.0848,53.38649,Stromal,Xenium Reference,5.96173302872585,-2.0363919161988,0.690277921795564,-14.5703682765179,6,Domain 2,Stromal
real_404,260.0202,53.48461,Endothelial,Xenium Reference,14.6542136081655,-2.19603027034844,5.8933317538497,-22.4212269648724,7,Domain 3,Tumor
real_405,261.4941,53.07816,Endothelial,Xenium Reference,14.7652543320216,-1.44282106930589,5.55154679977866,-22.4129814967327,7,Domain 3,Tumor
real_406,258.7672,53.2178,Macrophages_1,Xenium Reference,12.6096606479401,-2.36656231279846,5.01114867889853,-15.2449374064617,6,Domain 2,Stromal
real_407,256.5925,53.54185,Stromal,Xenium Reference,10.1580705353801,-2.13271157252175,-2.13107110297708,-15.8041825160198,6,Domain 2,Stromal
real_408,257.5272,53.86039,B_Cells,Xenium Reference,11.941069339571,-2.01845185155742,-4.99543691909341,-15.9966568812542,6,Domain 2,Stromal
real_409,261.843,54.20715,Endothelial,Xenium Reference,15.5485321244237,-1.48485136205008,5.63651965820761,-22.4901032313519,7,Domain 3,Tumor
real_410,255.2902,55.07422,Macrophages_1,Xenium Reference,10.6791229463359,-2.07014532966592,3.18915818893881,-15.1168646678143,6,Domain 2,Stromal
real_411,259.4756,55.19872,B_Cells,Xenium Reference,15.0950402128125,-0.419005828813271,-4.3060979965928,-15.9389529093914,6,Domain 2,Stromal
real_412,257.4852,55.42908,Stromal,Xenium Reference,15.21242044881,-0.474018035775139,-2.68335248267679,-16.0830149516277,6,Domain 2,Stromal
real_413,261.3462,55.50695,Endothelial,Xenium Reference,16.2552596888754,-1.341503306236,6.12616656982871,-22.4856915339642,7,Domain 3,Tumor
real_414,262.8004,56.23746,Stromal,Xenium Reference,13.7399571304508,-2.02916009282004,2.70914148056479,-16.9288716181927,7,Domain 3,Tumor
real_415,260.333,56.58647,CD4+_T_Cells,Xenium Reference,15.3355919089192,0.0807993238132605,-3.12381006515054,-15.8503403529339,6,Domain 2,Stromal
real_416,258.5313,56.28815,B_Cells,Xenium Reference,14.5899416625873,0.900922042573513,-4.19331909453897,-15.9511408671551,6,Domain 2,Stromal
real_417,256.0307,56.53117,Macrophages_1,Xenium Reference,14.4539618615351,-1.15245413587461,-2.79966760909585,-15.7234806880169,6,Domain 2,Stromal
real_418,255.1391,57.14828,Macrophages_1,Xenium Reference,11.174095901918,-2.05242562147577,-2.59619797503976,-15.6088919505291,6,Domain 2,Stromal
real_419,257.7797,57.21549,B_Cells,Xenium Reference,14.9598123583302,1.02825228799262,-3.36096717155008,-15.9188713893108,6,Domain 2,Stromal
real_420,259.0234,57.20652,B_Cells,Xenium Reference,14.1309261253621,1.25374342109711,-3.3426826123002,-15.8581909999065,6,Domain 2,Stromal
real_421,256.6603,57.86203,Stromal,Xenium Reference,15.223997117319,-0.196246875520474,-2.97962213790445,-15.7975869044476,6,Domain 2,Stromal
real_422,261.7609,57.88267,Macrophages_1,Xenium Reference,11.1196124826691,-1.36917437216974,-2.33329130446939,-15.6955771311932,6,Domain 2,Stromal
real_423,254.6754,58.90107,Macrophages_1,Xenium Reference,9.0774792664178,-2.27368654586413,-2.16865004336862,-15.6848196849041,6,Domain 2,Stromal
real_424,258.6749,58.78896,Stromal,Xenium Reference,13.2028322692775,1.04400202293279,-3.28071690833597,-15.9277796611004,6,Domain 2,Stromal
real_425,257.7086,58.03446,B_Cells,Xenium Reference,13.801819120256,0.877522412538852,-4.12655068671731,-15.9000496730023,6,Domain 2,Stromal
real_426,259.8567,58.36027,Stromal,Xenium Reference,11.8368309935336,0.6924605829593,-3.19893146789102,-15.8654837474041,6,Domain 2,Stromal
real_427,256.9077,59.49419,Stromal,Xenium Reference,12.8684334794771,0.0914355631364354,-3.16540719306497,-15.8883499964886,6,Domain 2,Stromal
real_428,245.6919,63.70565,B_Cells,Xenium Reference,10.8338501479906,-1.67293981243065,-2.69466067588357,-14.8163180216961,6,Domain 2,Stromal
real_429,247.783,63.62394,Macrophages_1,Xenium Reference,11.3482272908174,-2.13378593932409,3.50456308090659,-14.5382647380047,6,Domain 2,Stromal
real_430,252.407,63.71846,Stromal,Xenium Reference,11.0994883852664,-2.45687199958318,3.36251519882651,-14.7849192485027,6,Domain 2,Stromal
real_431,249.9558,64.38785,Stromal,Xenium Reference,13.0231512152042,-2.30372376027566,-0.342076790690703,-12.6471323832684,6,Domain 2,Stromal
real_432,253.5471,65.44078,B_Cells,Xenium Reference,11.5745532148236,-2.04586264421291,-5.35342623031167,-15.8672366007977,6,Domain 2,Stromal
real_433,251.1452,65.76767,CD8+_T_Cells,Xenium Reference,13.9219643838831,-1.92737311736897,-0.709101957440657,-12.372231946867,6,Domain 2,Stromal
real_434,242.3321,65.34127,Macrophages_1,Xenium Reference,6.32705590429179,-2.52778647989173,4.33214591705771,-14.1445507868939,6,Domain 2,Stromal
real_435,249.7477,66.8546,CD8+_T_Cells,Xenium Reference,14.1270119129686,-1.90162889386069,-0.631977808833403,-12.3391518458538,6,Domain 2,Stromal
real_436,244.1512,67.06722,Macrophages_1,Xenium Reference,8.95807415378099,-2.36166304026817,3.8969266291854,-14.3570027217083,6,Domain 2,Stromal
real_437,247.2961,67.22688,Macrophages_1,Xenium Reference,14.7559557123517,-1.43338357154923,3.39838527405234,-14.6363406047039,6,Domain 2,Stromal
real_438,251.6822,67.60252,CD8+_T_Cells,Xenium Reference,14.3771562154389,-1.8290628863753,-0.502440673470778,-12.415764318388,6,Domain 2,Stromal
real_439,248.8991,68.55676,Macrophages_1,Xenium Reference,14.3931465704836,-1.67482092999195,3.22727893555136,-14.359066472929,6,Domain 2,Stromal
real_440,241.9807,68.40819,Invasive_Tumor,Xenium Reference,0.420715968384274,-3.74377318004374,5.57000373566123,-0.867521391790399,3,Domain 1,Tumor
real_441,249.3833,69.84829,Macrophages_1,Xenium Reference,14.380716854531,-1.65271962981244,3.3773200389144,-14.462919698637,6,Domain 2,Stromal
real_442,251.1904,69.64764,Macrophages_1,Xenium Reference,13.808946925972,-1.40199111921339,3.47234939300986,-14.5203652247601,6,Domain 2,Stromal
real_443,246.5903,70.05292,Stromal,Xenium Reference,9.32868423194523,-2.52332557399258,0.42571281158896,-13.7322163447552,6,Domain 2,Stromal
real_444,253.317,70.17968,Macrophages_1,Xenium Reference,11.1271503080444,-2.00143055370012,3.66437743866416,-14.52245091049,6,Domain 2,Stromal
real_445,242.9632,70.98601,Invasive_Tumor,Xenium Reference,-2.71746358656315,-3.40315649221702,6.101548421025,1.16684676559638,3,Domain 1,Tumor
real_446,245.1166,72.02491,Invasive_Tumor,Xenium Reference,0.72597407358608,-3.21660308788961,5.4853899356124,-0.944094167631158,3,Domain 1,Tumor
real_447,242.1857,73.21917,Invasive_Tumor,Xenium Reference,-5.57581936639418,-3.06783605864179,7.84775994980307,10.6085028782673,4,Domain 1,Tumor
real_448,251.2861,73.33863,Invasive_Tumor,Xenium Reference,3.09942668246434,-2.31029181448856,5.43638776504965,-1.07454635350038,3,Domain 1,Tumor
real_449,244.1105,74.13018,Invasive_Tumor,Xenium Reference,-4.75019533220438,-2.7239242630473,8.51430581772299,9.72705317886542,2,Domain 1,Tumor
real_450,240.4713,73.89341,Invasive_Tumor,Xenium Reference,-5.40788128665884,-3.04221226120424,10.9813725825545,11.8372492924518,2,Domain 1,Tumor
real_451,246.7834,73.97471,Invasive_Tumor,Xenium Reference,-0.972291696981673,-2.5158755767554,5.59662317001792,0.265410555917731,3,Domain 1,Tumor
real_452,251.8184,74.9864,Invasive_Tumor,Xenium Reference,-1.00707001978084,-2.41909066909343,5.7841164942977,1.24921156318854,3,Domain 1,Tumor
real_453,253.4719,74.75244,Invasive_Tumor,Xenium Reference,-2.00181393368364,-2.75854886872665,5.52799867355795,1.90934850128364,3,Domain 1,Tumor
real_454,242.4444,74.81051,Invasive_Tumor,Xenium Reference,-5.45619973547,-2.56247895392249,11.8584983226058,11.4312195912189,2,Domain 1,Tumor
real_455,241.2489,76.14926,Invasive_Tumor,Xenium Reference,-4.42470048343028,-2.96747101326833,11.922114121556,11.3980927601643,2,Domain 1,Tumor
real_456,253.9653,76.62697,Invasive_Tumor,Xenium Reference,-3.57956638391649,-2.82717156761382,8.0703303691146,7.7754206791706,2,Domain 1,Tumor
real_457,244.3751,76.09116,Prolif_Invasive_Tumor,Xenium Reference,-5.02712296196421,-2.13447714886328,4.20254443848105,9.02468730362128,4,Domain 1,Tumor
real_458,248.4058,76.186,Prolif_Invasive_Tumor,Xenium Reference,-2.76751665789575,-1.69294972480398,6.45165942871543,7.11130095871161,4,Domain 1,Tumor
real_459,242.8041,77.20437,Prolif_Invasive_Tumor,Xenium Reference,-4.41368521486904,-2.44019206590367,4.73035024368735,7.50152636917304,4,Domain 1,Tumor
real_460,245.4753,77.76674,Prolif_Invasive_Tumor,Xenium Reference,-3.89123641312955,-1.7151672411746,3.26642965042563,8.94507457168769,4,Domain 1,Tumor
real_461,241.8317,78.91083,Invasive_Tumor,Xenium Reference,-2.01177997438487,-2.3878344414378,5.0592744227645,2.31186677368354,3,Domain 1,Tumor
real_462,248.2529,78.61805,Prolif_Invasive_Tumor,Xenium Reference,-1.73914837892819,-1.67140910233411,5.38722060883017,0.865805400926581,3,Domain 1,Tumor
real_463,243.531,79.2329,Invasive_Tumor,Xenium Reference,-2.92602898316297,-2.33559173465733,5.06243776047202,2.59346867950629,3,Domain 1,Tumor
real_464,244.8245,79.64518,Invasive_Tumor,Xenium Reference,-2.50392611324501,-2.00317545466606,5.24577258789511,2.82233382614326,3,Domain 1,Tumor
real_465,245.8988,80.22378,Invasive_Tumor,Xenium Reference,-2.17836879266969,-1.70177241288073,5.32208942139121,2.56421448143195,3,Domain 1,Tumor
real_466,246.9831,81.14656,Prolif_Invasive_Tumor,Xenium Reference,-0.622350599417175,-1.83771498321132,5.4370238658187,0.510355009157172,3,Domain 1,Tumor
real_467,250.4088,80.34175,Macrophages_1,Xenium Reference,2.27380965321152,-1.85485621655407,5.32234214508505,-13.2811989649944,6,Domain 2,Stromal
real_468,248.0928,81.43951,Invasive_Tumor,Xenium Reference,0.365852519623195,-2.26041125601595,5.48452638351889,-0.617565737646112,3,Domain 1,Tumor
real_469,249.4581,61.27187,Stromal,Xenium Reference,6.65290034752134,-2.69246494822644,0.878625976681428,-14.4176277980023,6,Domain 2,Stromal
real_470,245.4189,61.97409,B_Cells,Xenium Reference,7.73173150268136,-2.11083219124158,-5.30205704009561,-15.7242293223553,6,Domain 2,Stromal
real_471,271.785,24.091,Invasive_Tumor,Xenium Reference,-2.41144412595761,-2.75703712953021,8.2861916896102,3.70025206955146,3,Domain 1,Tumor
real_472,260.7694,25.79154,Invasive_Tumor,Xenium Reference,-3.75637950800215,-2.70395761912509,6.68663572037192,5.01582242401313,3,Domain 1,Tumor
real_473,264.4279,25.81314,Invasive_Tumor,Xenium Reference,-1.31637918016075,-3.34515496138165,7.50380490982504,1.00499249847602,3,Domain 1,Tumor
real_474,271.6175,26.09845,Invasive_Tumor,Xenium Reference,-1.86682532448864,-2.93440047503892,7.91679166519614,0.373753918725958,3,Domain 1,Tumor
real_475,268.075,26.03775,Endothelial,Xenium Reference,2.89332812541039,-2.10598206808851,8.49008153641196,-19.7885537013226,7,Domain 3,Tumor
real_476,273.3778,25.66062,Invasive_Tumor,Xenium Reference,-4.40654751116123,-3.40087215538529,9.69183229172202,10.4583087101765,2,Domain 1,Tumor
real_477,269.9848,26.91918,Stromal,Xenium Reference,1.78821206058154,-2.38090132302661,5.0899402972457,-12.6266026362591,6,Domain 2,Stromal
real_478,266.3383,27.23285,T_Cell_&_Tumor_Hybrid,Xenium Reference,0.985586533021216,-3.02599489495899,7.98270868027182,-10.9354185923748,6,Domain 2,Stromal
real_479,258.3545,27.58795,Invasive_Tumor,Xenium Reference,-4.95706328608688,-2.9354592985546,6.46696971619101,10.5618176594562,4,Domain 1,Tumor
real_480,260.6632,28.70833,Invasive_Tumor,Xenium Reference,-5.07825323559757,-3.40872051465555,6.54989265167685,10.3516583576984,4,Domain 1,Tumor
real_481,262.9252,27.91138,Invasive_Tumor,Xenium Reference,-3.0628782209865,-3.40702445477232,9.52535413467856,5.06622363479804,9,Domain 1,Tumor
real_482,270.5185,28.69905,Invasive_Tumor,Xenium Reference,-0.250732197184874,-2.3383329929982,8.29516385757895,1.35433865936469,3,Domain 1,Tumor
real_483,266.0447,29.11177,Prolif_Invasive_Tumor,Xenium Reference,-0.847268795705036,-3.37109563451941,8.83293603622885,-0.239080654066095,3,Domain 1,Tumor
real_484,262.1581,30.13676,Invasive_Tumor,Xenium Reference,-4.95308384932094,-3.18660165393576,9.00774263107749,11.1672415867634,2,Domain 1,Tumor
real_485,270.3867,30.56042,Prolif_Invasive_Tumor,Xenium Reference,-1.29570342565256,-1.85345767561774,4.7601268168685,5.02381135376166,3,Domain 1,Tumor
real_486,266.3983,31.00939,Invasive_Tumor,Xenium Reference,-2.51884047274219,-3.0123005245682,9.79084562027426,3.5632510319538,3,Domain 1,Tumor
real_487,260.1519,31.40643,Invasive_Tumor,Xenium Reference,-5.32267428864613,-3.6895364370457,9.24346326553793,11.5731673374958,2,Domain 1,Tumor
real_488,264.304,30.85448,Invasive_Tumor,Xenium Reference,-3.67748199625399,-3.05093363954338,7.13328145706626,7.92770339401435,4,Domain 1,Tumor
real_489,268.763,30.68849,Prolif_Invasive_Tumor,Xenium Reference,0.0969782094419722,-2.09926110149968,4.83300803863974,5.51818038376044,4,Domain 1,Tumor
real_490,273.0353,31.79855,Prolif_Invasive_Tumor,Xenium Reference,-3.45028329397911,-2.38554352250991,7.4880378123519,6.38805247696113,9,Domain 1,Tumor
real_491,258.7314,32.13829,Invasive_Tumor,Xenium Reference,-5.48639859090766,-3.80415226696628,11.1832549449203,13.0586676731892,2,Domain 1,Tumor
real_492,262.5351,32.46746,Invasive_Tumor,Xenium Reference,-4.72911353498175,-3.15750695966796,9.84878705704184,10.6120820179768,2,Domain 1,Tumor
real_493,264.5347,32.57995,Invasive_Tumor,Xenium Reference,-4.12277068777635,-2.94652490937066,6.46140311920615,9.2046313420124,4,Domain 1,Tumor
real_494,267.3454,32.81301,Invasive_Tumor,Xenium Reference,-2.48629667826238,-2.84192551364431,9.3623463984725,3.81838084610175,3,Domain 1,Tumor
real_495,268.8667,32.70893,Macrophages_1,Xenium Reference,-0.406491410585461,-1.57522322028621,8.4201028224227,-10.638643728178,6,Domain 2,Stromal
real_496,259.7575,33.65099,Invasive_Tumor,Xenium Reference,-4.54336178005734,-3.54313657127438,10.1790692683456,10.6384797230549,2,Domain 1,Tumor
real_497,265.6794,34.08767,Prolif_Invasive_Tumor,Xenium Reference,-3.89411342286987,-2.96026696867152,7.12486528122397,7.32724048050117,4,Domain 1,Tumor
real_498,270.2164,32.83032,Invasive_Tumor,Xenium Reference,-2.2918746871366,-1.71361273115484,4.04008125030966,5.98349286468696,4,Domain 1,Tumor
real_499,270.7569,34.11631,Invasive_Tumor,Xenium Reference,-2.70438123112958,-1.74075071079659,8.20999692642661,4.60004807861518,9,Domain 1,Tumor
real_500,263.0285,34.8644,Invasive_Tumor,Xenium Reference,-4.46542890211506,-3.10076504083281,9.99939988815756,10.3088393345661,2,Domain 1,Tumor
real_501,273.5993,34.10388,Prolif_Invasive_Tumor,Xenium Reference,-2.82318534723869,-1.90940685378647,4.08867238724204,6.07835198791694,4,Domain 1,Tumor
real_502,271.9365,35.01654,Invasive_Tumor,Xenium Reference,-2.77622618396765,-1.54559220951246,3.95853255951377,9.38898803146552,4,Domain 1,Tumor
real_503,259.9536,35.22273,Invasive_Tumor,Xenium Reference,-3.63947866258242,-2.95045147797198,9.65767358505698,10.1232695713825,2,Domain 1,Tumor
real_504,272.9059,36.07217,Invasive_Tumor,Xenium Reference,-2.04759049032056,-1.70501528060804,6.5927364703414,3.53521968277167,3,Domain 1,Tumor
real_505,266.9483,36.58326,Invasive_Tumor,Xenium Reference,-3.94891617752562,-3.03040827025045,7.76186345779868,6.87299395950507,2,Domain 1,Tumor
real_506,265.11,36.46477,Invasive_Tumor,Xenium Reference,-4.48709970794997,-3.50529294098773,9.3648688670394,11.2234492436237,2,Domain 1,Tumor
real_507,260.2919,36.72982,Stromal,Xenium Reference,-2.80887587041305,-2.52600299763667,2.81622575485678,-11.9345593318157,6,Domain 2,Stromal
real_508,268.5044,36.59932,Macrophages_1,Xenium Reference,-2.88971960196151,-2.55960293711901,6.28155921661826,-11.9671616419964,4,Domain 1,Tumor
real_509,261.7052,37.70647,Invasive_Tumor,Xenium Reference,-3.73718096197229,-3.01745342839649,9.79596208298178,9.94642688186835,2,Domain 1,Tumor
real_510,271.6272,37.29236,Invasive_Tumor,Xenium Reference,-1.83620911628206,-1.96585428125811,8.98856328690024,0.853785528261175,3,Domain 1,Tumor
real_511,264.881,38.4466,Invasive_Tumor,Xenium Reference,-4.59600320097164,-3.31182161531462,7.19711278641196,10.6859831944294,2,Domain 1,Tumor
real_512,270.5507,38.94907,Prolif_Invasive_Tumor,Xenium Reference,-0.811476236085982,-2.67025786336723,9.74124215805502,-2.53227280227471,3,Domain 1,Tumor
real_513,270.5712,49.97343,Endothelial,Xenium Reference,10.3011387681997,-2.80208589475737,4.65652011597128,-18.6455769404583,7,Domain 3,Tumor
real_514,268.6644,51.30813,Endothelial,Xenium Reference,10.0825224527354,-1.91687565747198,7.37151502335043,-21.8322968348675,7,Domain 3,Tumor
real_515,264.1707,52.31891,Stromal,Xenium Reference,14.891343429671,-1.36616679654967,5.58396695816489,-21.4036698207073,7,Domain 3,Tumor
real_516,272.9285,51.76652,Invasive_Tumor,Xenium Reference,1.54074197010096,-3.03164127811828,8.63544725143881,-2.59740041343499,3,Domain 1,Tumor
