,UMAP1,UMAP2,Dataset,Cluster
52713,13.73505,9.76249,Xenium,Invasive_Tumor
52714,2.9095225,-1.0507895,Xenium,Endothelial
52715,11.731413,8.9874325,Xenium,Prolif_Invasive_Tumor
52716,12.342636,8.182406,Xenium,Invasive_Tumor
52717,11.675797,9.556108,Xenium,Prolif_Invasive_Tumor
52718,14.110009,10.062127,Xenium,Invasive_Tumor
52719,13.705701,9.318776,Xenium,Invasive_Tumor
52720,2.8090136,-1.5243101,Xenium,Endothelial
52721,7.0406756,4.226229,Xenium,Stromal
52722,12.062868,9.621529,Xenium,Prolif_Invasive_Tumor
52723,14.084697,9.502149,Xenium,Invasive_Tumor
52724,8.1227045,2.840397,Xenium,Stromal
52725,2.8438516,-0.95018435,Xenium,Endothelial
52726,13.330199,9.995029,Xenium,Invasive_Tumor
52727,15.470212,8.518743,Xenium,Invasive_Tumor
52728,8.053347,4.708007,Xenium,Stromal
52729,14.191438,9.900861,Xenium,Invasive_Tumor
52730,3.000042,-1.2122325,Xenium,Endothelial
52731,2.9854147,-1.2216151,Xenium,Endothelial
52732,12.985814,9.792658,Xenium,Prolif_Invasive_Tumor
52733,13.308684,9.0293045,Xenium,Invasive_Tumor
52734,8.150319,3.882496,Xenium,Stromal
52735,4.755775,0.65267956,Xenium,Stromal
52736,7.8693194,3.5888608,Xenium,Stromal
52737,14.527624,8.804925,Xenium,Invasive_Tumor
52738,14.841808,10.089164,Xenium,Invasive_Tumor
52739,14.594655,9.218002,Xenium,Invasive_Tumor
52740,13.872562,7.7390957,Xenium,Invasive_Tumor
52741,7.6520114,3.957643,Xenium,Stromal
52742,5.511723,3.4887307,Xenium,Macrophages_1
52743,5.4341245,3.2846909,Xenium,Macrophages_1
52744,8.030207,4.6374965,Xenium,Stromal
52745,13.363513,8.712002,Xenium,Invasive_Tumor
52746,14.13501,10.573007,Xenium,Invasive_Tumor
52747,2.998912,4.6574755,Xenium,B_Cells
52748,5.529617,3.532341,Xenium,Macrophages_1
52749,16.431469,8.669107,Xenium,Invasive_Tumor
52750,5.1266103,3.4056916,Xenium,Macrophages_1
52751,12.044733,7.349517,Xenium,Invasive_Tumor
52752,16.313091,9.073021,Xenium,Invasive_Tumor
52753,15.313767,10.072871,Xenium,Invasive_Tumor
52754,15.351534,9.237965,Xenium,Invasive_Tumor
52755,14.608169,10.356819,Xenium,Invasive_Tumor
52756,7.828886,3.4944944,Xenium,Stromal
52757,5.1140447,2.9446766,Xenium,Macrophages_1
52758,11.059739,6.9827576,Xenium,Invasive_Tumor
52759,11.928336,7.233976,Xenium,Invasive_Tumor
52761,16.300152,8.676099,Xenium,Invasive_Tumor
52762,7.884041,3.4247417,Xenium,Stromal
52763,2.8029156,-1.5213792,Xenium,Endothelial
52764,15.796183,8.410696,Xenium,Invasive_Tumor
52766,13.12761,7.6551833,Xenium,Invasive_Tumor
52767,3.9924989,-0.48872423,Xenium,Endothelial
52768,15.2530575,10.312305,Xenium,Invasive_Tumor
52769,12.515478,9.863151,Xenium,Prolif_Invasive_Tumor
52771,13.516534,9.483763,Xenium,Invasive_Tumor
52772,15.471125,8.99832,Xenium,Invasive_Tumor
52773,5.363266,3.1802623,Xenium,Macrophages_1
52774,16.442759,8.713382,Xenium,Invasive_Tumor
52775,12.55712,9.776718,Xenium,Prolif_Invasive_Tumor
52776,11.923577,7.3297863,Xenium,Invasive_Tumor
52777,11.599433,6.6014323,Xenium,Stromal
52778,15.114696,10.212308,Xenium,Invasive_Tumor
52779,13.354372,7.5989485,Xenium,Invasive_Tumor
52780,15.31607,8.700887,Xenium,Invasive_Tumor
52781,13.947362,6.179892,Xenium,Invasive_Tumor
52782,14.40297,6.2701335,Xenium,Invasive_Tumor
52783,12.984666,8.333518,Xenium,Prolif_Invasive_Tumor
52784,15.287304,8.0121,Xenium,Invasive_Tumor
52786,11.545196,9.514657,Xenium,Prolif_Invasive_Tumor
52787,5.3751316,3.1252205,Xenium,Macrophages_1
52788,8.295652,4.566831,Xenium,Stromal
52789,15.124495,7.9292235,Xenium,Invasive_Tumor
52790,11.405251,7.258027,Xenium,Invasive_Tumor
52792,13.912886,7.85512,Xenium,Invasive_Tumor
52793,13.112157,9.960386,Xenium,Invasive_Tumor
52794,5.253246,5.5909843,Xenium,T_Cell_&_Tumor_Hybrid
52795,13.05705,8.041447,Xenium,Invasive_Tumor
52796,7.4571767,3.7705135,Xenium,Stromal
52797,14.062639,8.850774,Xenium,Invasive_Tumor
52799,11.805118,9.694444,Xenium,Prolif_Invasive_Tumor
52800,14.706816,9.431301,Xenium,Invasive_Tumor
52801,7.5645313,4.462323,Xenium,Stromal
52802,13.201642,9.378978,Xenium,Invasive_Tumor
52803,4.433387,0.5897293,Xenium,Stromal
52804,4.750137,6.032692,Xenium,CD8+_T_Cells
52805,13.029587,9.709804,Xenium,Invasive_Tumor
52806,15.275274,8.485117,Xenium,Invasive_Tumor
52807,15.596731,8.425098,Xenium,Invasive_Tumor
52808,14.3921175,10.145762,Xenium,Invasive_Tumor
52810,4.783231,5.8819394,Xenium,T_Cell_&_Tumor_Hybrid
52811,14.177065,8.633779,Xenium,Invasive_Tumor
52812,15.26028,8.443938,Xenium,Invasive_Tumor
52813,15.082835,9.2583275,Xenium,Invasive_Tumor
52815,12.629716,10.071805,Xenium,Invasive_Tumor
52816,15.743733,9.985446,Xenium,Invasive_Tumor
52817,12.776806,9.585235,Xenium,Prolif_Invasive_Tumor
52818,8.155626,3.393414,Xenium,Stromal
52821,15.705076,7.768314,Xenium,Invasive_Tumor
52822,15.16797,10.230912,Xenium,Invasive_Tumor
52823,14.813204,7.330551,Xenium,Invasive_Tumor
52824,12.209798,9.8071375,Xenium,Prolif_Invasive_Tumor
52825,11.89975,8.797884,Xenium,Prolif_Invasive_Tumor
52826,12.229669,8.806837,Xenium,Prolif_Invasive_Tumor
52827,13.6967535,7.5837464,Xenium,Invasive_Tumor
52828,10.811374,6.1309333,Xenium,Stromal
52829,12.073609,7.219134,Xenium,Invasive_Tumor
52830,8.144124,2.7564678,Xenium,Stromal
52831,8.190025,3.0649943,Xenium,Stromal
52832,14.585387,7.2918878,Xenium,Invasive_Tumor
52833,13.358573,9.703087,Xenium,Invasive_Tumor
52834,12.200429,8.253872,Xenium,Prolif_Invasive_Tumor
52871,14.617045,10.265431,Xenium,Invasive_Tumor
52872,13.800182,7.5559,Xenium,Invasive_Tumor
52873,15.153961,9.351087,Xenium,Invasive_Tumor
52874,12.83606,8.905624,Xenium,Invasive_Tumor
52875,15.590766,7.318923,Xenium,Invasive_Tumor
52876,13.033214,7.176786,Xenium,Invasive_Tumor
52880,5.3204813,5.6867285,Xenium,T_Cell_&_Tumor_Hybrid
52881,13.435949,8.253703,Xenium,Invasive_Tumor
52882,14.055844,7.327001,Xenium,Invasive_Tumor
52884,13.967168,7.6609783,Xenium,Invasive_Tumor
52885,14.872889,7.2224016,Xenium,Invasive_Tumor
52886,12.711323,8.903133,Xenium,Invasive_Tumor
52887,13.719072,9.932027,Xenium,Invasive_Tumor
52888,14.039199,9.0273485,Xenium,Invasive_Tumor
52889,10.569099,6.0781436,Xenium,Invasive_Tumor
52890,14.401586,9.779275,Xenium,Invasive_Tumor
52891,12.658315,9.061317,Xenium,Prolif_Invasive_Tumor
52892,12.728113,7.423253,Xenium,Invasive_Tumor
52893,14.383621,8.947856,Xenium,Invasive_Tumor
52894,14.575313,7.470985,Xenium,Invasive_Tumor
52965,3.3093936,-0.51753074,Xenium,Endothelial
52967,13.106639,9.240564,Xenium,Invasive_Tumor
52969,15.44284,10.183121,Xenium,Invasive_Tumor
52970,15.688005,9.603166,Xenium,Invasive_Tumor
52971,11.082717,6.3398633,Xenium,Stromal
52972,12.395328,9.579577,Xenium,Invasive_Tumor
52973,15.393733,9.038007,Xenium,Invasive_Tumor
52974,5.410278,3.5334318,Xenium,Macrophages_1
52975,12.177828,9.991556,Xenium,Prolif_Invasive_Tumor
52976,5.507263,5.650003,Xenium,T_Cell_&_Tumor_Hybrid
52977,13.514589,10.079503,Xenium,Invasive_Tumor
52978,13.347498,10.175286,Xenium,Prolif_Invasive_Tumor
52979,14.339544,8.491777,Xenium,Invasive_Tumor
52980,14.753065,7.9251423,Xenium,Invasive_Tumor
52981,14.078172,7.7951083,Xenium,Invasive_Tumor
52982,14.805077,9.804904,Xenium,Invasive_Tumor
52983,15.826084,8.88856,Xenium,Invasive_Tumor
52984,15.774075,8.767653,Xenium,Invasive_Tumor
52985,16.158068,9.185688,Xenium,Invasive_Tumor
52986,15.761479,8.100643,Xenium,Invasive_Tumor
52987,12.673229,6.6776314,Xenium,Invasive_Tumor
52988,15.951669,9.64928,Xenium,Invasive_Tumor
52989,16.057589,9.45985,Xenium,Invasive_Tumor
52990,16.408844,8.969794,Xenium,Invasive_Tumor
52991,15.970361,8.034788,Xenium,Invasive_Tumor
52992,16.014837,9.282118,Xenium,Invasive_Tumor
52993,15.776446,8.369078,Xenium,Invasive_Tumor
52994,5.5511656,4.9075737,Xenium,B_Cells
52995,3.5439532,4.757328,Xenium,CD4+_T_Cells
52996,15.993068,9.778817,Xenium,Invasive_Tumor
52997,10.6974535,6.1085887,Xenium,Stromal
52998,15.194316,9.9645195,Xenium,Invasive_Tumor
52999,15.254892,9.320381,Xenium,Invasive_Tumor
53000,11.998864,7.2959776,Xenium,Invasive_Tumor
53001,2.9524555,-0.6392847,Xenium,Endothelial
53002,14.93906,9.134049,Xenium,Invasive_Tumor
53003,14.441604,10.428977,Xenium,Invasive_Tumor
53004,15.532252,10.076739,Xenium,Invasive_Tumor
53005,14.138375,9.5043745,Xenium,Invasive_Tumor
53006,15.587896,8.841812,Xenium,Invasive_Tumor
53007,7.938411,3.268785,Xenium,Stromal
53008,3.8541274,-0.95042664,Xenium,Endothelial
53009,11.901212,7.118102,Xenium,Invasive_Tumor
53010,15.938847,9.6443615,Xenium,Invasive_Tumor
53011,15.277807,10.049594,Xenium,Invasive_Tumor
53012,12.65672,6.902126,Xenium,Invasive_Tumor
53013,4.1575155,-0.3110054,Xenium,Endothelial
53014,15.735292,8.129547,Xenium,Invasive_Tumor
53015,15.592642,6.941453,Xenium,Invasive_Tumor
53016,14.528556,8.464442,Xenium,Invasive_Tumor
53017,14.273753,9.917142,Xenium,Invasive_Tumor
53018,15.341192,7.1803513,Xenium,Invasive_Tumor
53019,15.84084,8.774636,Xenium,Invasive_Tumor
53020,12.225114,8.702343,Xenium,Invasive_Tumor
53021,15.836579,7.998507,Xenium,Invasive_Tumor
53022,15.236544,7.28355,Xenium,Invasive_Tumor
53023,11.968975,9.591123,Xenium,Prolif_Invasive_Tumor
53024,14.088988,7.779904,Xenium,Invasive_Tumor
53025,12.648201,8.682059,Xenium,Prolif_Invasive_Tumor
53026,14.65218,8.329926,Xenium,Invasive_Tumor
53027,16.13556,7.946899,Xenium,Invasive_Tumor
53028,12.608487,9.565709,Xenium,Invasive_Tumor
53029,16.172642,8.872838,Xenium,Invasive_Tumor
53030,11.818627,9.376358,Xenium,Prolif_Invasive_Tumor
53031,13.833956,9.535574,Xenium,Invasive_Tumor
53032,12.754137,8.016766,Xenium,Invasive_Tumor
53033,15.591036,8.125813,Xenium,Invasive_Tumor
53034,16.065987,8.657384,Xenium,Invasive_Tumor
53035,14.8938875,8.609218,Xenium,Invasive_Tumor
53036,14.882175,8.968282,Xenium,Invasive_Tumor
53037,15.624123,9.942079,Xenium,Invasive_Tumor
53038,7.853084,3.440807,Xenium,Stromal
53039,14.537615,10.676128,Xenium,Invasive_Tumor
53040,7.8573995,2.980533,Xenium,Stromal
53041,3.6968575,-0.4193047,Xenium,Endothelial
53042,15.873284,8.376976,Xenium,Invasive_Tumor
53043,4.405428,0.56876147,Xenium,Stromal
53044,15.378336,9.262506,Xenium,Invasive_Tumor
53045,15.60728,8.834691,Xenium,Invasive_Tumor
53046,13.683866,8.69293,Xenium,Invasive_Tumor
53047,14.552966,8.67374,Xenium,Invasive_Tumor
53048,11.98155,9.384427,Xenium,Invasive_Tumor
53049,15.728679,8.011442,Xenium,Invasive_Tumor
53050,12.760854,9.644932,Xenium,Prolif_Invasive_Tumor
53051,13.002922,8.288279,Xenium,Invasive_Tumor
53052,12.827517,8.954474,Xenium,Invasive_Tumor
53053,13.359272,10.013554,Xenium,Invasive_Tumor
53054,7.9022093,4.402112,Xenium,Stromal
53055,15.844262,9.607373,Xenium,Invasive_Tumor
53056,14.27412,9.113319,Xenium,Invasive_Tumor
53057,13.801463,9.812379,Xenium,Invasive_Tumor
53058,15.028539,7.855948,Xenium,Invasive_Tumor
53065,5.775852,4.2141147,Xenium,Macrophages_1
53066,12.262771,8.936277,Xenium,Prolif_Invasive_Tumor
53068,5.2394276,5.7355046,Xenium,T_Cell_&_Tumor_Hybrid
53070,11.517455,9.262423,Xenium,Prolif_Invasive_Tumor
53071,15.897024,9.846816,Xenium,Invasive_Tumor
53072,11.601425,9.740972,Xenium,Prolif_Invasive_Tumor
53074,13.4172735,10.021368,Xenium,Invasive_Tumor
53076,16.067373,9.38179,Xenium,Invasive_Tumor
53077,11.607263,9.533228,Xenium,Prolif_Invasive_Tumor
53079,15.75125,7.6929483,Xenium,Invasive_Tumor
53080,13.450104,8.794637,Xenium,Invasive_Tumor
53083,12.894684,9.284138,Xenium,Invasive_Tumor
53084,15.426164,9.802293,Xenium,Invasive_Tumor
53086,5.436582,3.4108944,Xenium,Macrophages_1
53089,11.616099,6.6316423,Xenium,Invasive_Tumor
53090,3.7897687,-1.0724139,Xenium,Endothelial
53091,3.6088614,-1.2931154,Xenium,Endothelial
53092,14.792677,9.240211,Xenium,Invasive_Tumor
53102,15.268038,9.975077,Xenium,Invasive_Tumor
53105,13.275543,8.297915,Xenium,Invasive_Tumor
53106,15.8567,7.589853,Xenium,Invasive_Tumor
53107,7.680289,4.0810986,Xenium,Endothelial
53108,16.049139,9.714132,Xenium,Invasive_Tumor
53109,15.004478,6.860061,Xenium,Invasive_Tumor
53110,11.942601,9.880576,Xenium,Prolif_Invasive_Tumor
53111,13.171874,7.950006,Xenium,Invasive_Tumor
53112,3.8564358,-1.0679653,Xenium,Stromal
53115,13.728633,8.905805,Xenium,Invasive_Tumor
53116,15.103881,7.823326,Xenium,Invasive_Tumor
53117,12.778447,8.4413395,Xenium,Invasive_Tumor
53340,16.10254,9.089031,Xenium,Invasive_Tumor
53341,14.056292,9.291706,Xenium,Invasive_Tumor
53342,13.987072,10.605799,Xenium,Invasive_Tumor
53343,15.382772,9.650677,Xenium,Invasive_Tumor
53344,14.439736,9.8474045,Xenium,Invasive_Tumor
53345,14.008876,9.234078,Xenium,Prolif_Invasive_Tumor
53346,14.122158,10.673511,Xenium,Invasive_Tumor
53347,15.216536,10.197303,Xenium,Invasive_Tumor
53348,14.167648,9.444615,Xenium,Invasive_Tumor
53349,15.455568,10.398547,Xenium,Invasive_Tumor
53350,15.002535,9.08779,Xenium,Invasive_Tumor
53351,14.858485,10.118886,Xenium,Invasive_Tumor
53352,15.039736,9.310731,Xenium,Invasive_Tumor
53353,15.060318,10.003927,Xenium,Invasive_Tumor
53354,12.899521,6.7857103,Xenium,Invasive_Tumor
53355,15.986952,9.160887,Xenium,Invasive_Tumor
53356,14.732968,10.21718,Xenium,Invasive_Tumor
53357,15.518517,9.554614,Xenium,Invasive_Tumor
53358,13.825684,9.315003,Xenium,Invasive_Tumor
53359,15.413251,10.38287,Xenium,Invasive_Tumor
53360,15.394808,8.7781105,Xenium,Invasive_Tumor
53361,4.36105,0.55237496,Xenium,Stromal
53362,15.149221,10.177592,Xenium,Invasive_Tumor
53363,15.773555,9.684433,Xenium,Invasive_Tumor
53364,15.3105755,10.01663,Xenium,Invasive_Tumor
53365,15.813656,9.265456,Xenium,Invasive_Tumor
53366,15.212196,7.8242507,Xenium,Invasive_Tumor
53367,11.924891,7.2184806,Xenium,Invasive_Tumor
53368,3.5235498,-0.47740194,Xenium,Endothelial
53369,13.50731,9.238057,Xenium,Invasive_Tumor
53370,13.3156395,8.571063,Xenium,Invasive_Tumor
53371,15.535311,10.193142,Xenium,Invasive_Tumor
53372,12.568318,9.67023,Xenium,Prolif_Invasive_Tumor
53373,8.355541,4.3893347,Xenium,Stromal
53374,3.8863597,-0.1665659,Xenium,Endothelial
53375,12.577454,10.1471815,Xenium,Prolif_Invasive_Tumor
53376,14.729484,8.669733,Xenium,Invasive_Tumor
53377,3.4768684,-1.0145638,Xenium,Endothelial
53378,13.074813,8.401507,Xenium,Invasive_Tumor
53379,12.19107,9.983057,Xenium,Prolif_Invasive_Tumor
53380,14.625035,9.476245,Xenium,Invasive_Tumor
53381,14.6409645,8.793578,Xenium,Invasive_Tumor
53382,7.766354,4.664345,Xenium,Stromal
53383,12.165364,7.2228127,Xenium,Invasive_Tumor
53384,5.589208,3.4952145,Xenium,Macrophages_1
53385,8.031512,3.1898568,Xenium,Stromal
53387,8.127873,2.7427237,Xenium,Stromal
53388,8.092726,4.04278,Xenium,Stromal
53389,5.306624,3.295504,Xenium,Macrophages_1
53390,3.9684572,-0.13439523,Xenium,Endothelial
53391,15.207258,9.121748,Xenium,Invasive_Tumor
53392,4.0889807,-0.0945485,Xenium,Endothelial
53393,7.565309,3.8034394,Xenium,Stromal
53394,10.75539,6.1752024,Xenium,Stromal
53395,4.328415,4.9187894,Xenium,Macrophages_1
53396,3.4532921,-1.0602636,Xenium,Endothelial
53397,7.6700463,4.0718765,Xenium,Stromal
53398,12.238343,7.1669574,Xenium,Invasive_Tumor
53399,11.333054,6.924187,Xenium,Prolif_Invasive_Tumor
53400,14.946172,10.148887,Xenium,Invasive_Tumor
53401,14.9795265,10.016613,Xenium,Invasive_Tumor
53402,11.339503,7.2611427,Xenium,Invasive_Tumor
53403,8.157809,4.0072837,Xenium,Stromal
53404,13.691415,8.469749,Xenium,Invasive_Tumor
53405,15.146092,8.876217,Xenium,Invasive_Tumor
53406,13.540107,10.176517,Xenium,Invasive_Tumor
53407,5.3150167,3.0942397,Xenium,Macrophages_1
53408,11.057863,6.3203197,Xenium,Stromal
53409,15.312321,8.761343,Xenium,Invasive_Tumor
53410,14.862858,8.435393,Xenium,Prolif_Invasive_Tumor
53411,15.423998,10.12259,Xenium,Invasive_Tumor
53412,15.535544,10.327832,Xenium,Invasive_Tumor
53413,12.491846,7.0183444,Xenium,Invasive_Tumor
53414,16.434908,8.557525,Xenium,Invasive_Tumor
53415,15.713897,9.705252,Xenium,Invasive_Tumor
53416,15.509924,7.961955,Xenium,Invasive_Tumor
53417,14.501748,8.70394,Xenium,Prolif_Invasive_Tumor
53418,14.159181,8.783655,Xenium,Invasive_Tumor
53419,14.294761,7.0988736,Xenium,Invasive_Tumor
53420,8.134297,3.0156994,Xenium,Stromal
53421,11.15563,6.980326,Xenium,Invasive_Tumor
53422,8.214185,3.3772185,Xenium,Stromal
53423,3.5074353,-1.0608134,Xenium,Endothelial
53424,12.879629,9.806037,Xenium,Invasive_Tumor
53425,13.459666,8.781574,Xenium,Invasive_Tumor
53426,5.7797723,4.0806165,Xenium,Macrophages_1
53427,15.360162,9.70721,Xenium,Invasive_Tumor
53428,16.207502,8.442976,Xenium,Invasive_Tumor
53653,14.528649,10.669614,Xenium,Invasive_Tumor
53654,5.4258294,3.144134,Xenium,Macrophages_1
53655,3.3797743,-1.0416307,Xenium,Endothelial
53656,13.173292,7.690815,Xenium,Invasive_Tumor
53657,12.385822,9.316805,Xenium,Invasive_Tumor
53658,5.686411,3.6721485,Xenium,Macrophages_1
53659,3.4792945,-0.048978433,Xenium,Endothelial
53660,3.7609103,0.084276326,Xenium,Endothelial
53661,13.430964,7.2416625,Xenium,Prolif_Invasive_Tumor
53662,5.944356,4.227272,Xenium,Macrophages_1
53663,16.277536,9.23948,Xenium,Invasive_Tumor
53664,9.539062,5.804977,Xenium,Stromal
53665,13.348756,10.10903,Xenium,Prolif_Invasive_Tumor
53666,15.341135,9.857758,Xenium,Invasive_Tumor
53667,5.2567515,3.2602494,Xenium,Macrophages_1
53668,3.712007,-0.23243517,Xenium,Endothelial
53669,14.768238,10.235012,Xenium,Invasive_Tumor
53670,13.628983,8.686794,Xenium,Invasive_Tumor
53671,12.858454,10.094025,Xenium,Prolif_Invasive_Tumor
53672,3.2553027,4.627107,Xenium,B_Cells
53673,15.2633095,9.684631,Xenium,Invasive_Tumor
53674,15.396611,10.0406275,Xenium,Invasive_Tumor
53675,14.527829,8.786983,Xenium,Invasive_Tumor
53676,12.768821,9.620885,Xenium,Prolif_Invasive_Tumor
53677,12.078971,8.754858,Xenium,Invasive_Tumor
53678,14.187848,8.859753,Xenium,Invasive_Tumor
53679,12.542639,9.987969,Xenium,Prolif_Invasive_Tumor
53680,15.5249405,9.53154,Xenium,Invasive_Tumor
53681,15.62834,10.161798,Xenium,Invasive_Tumor
53682,15.8040905,9.14962,Xenium,Invasive_Tumor
53683,15.445904,8.028392,Xenium,Invasive_Tumor
53684,12.685136,8.78031,Xenium,Prolif_Invasive_Tumor
53685,12.499959,6.7496476,Xenium,Invasive_Tumor
53686,15.458999,10.279283,Xenium,Invasive_Tumor
53688,12.351446,9.342112,Xenium,Invasive_Tumor
53689,14.245763,7.9365087,Xenium,Invasive_Tumor
53690,16.227434,9.269852,Xenium,Invasive_Tumor
53691,5.360394,4.878304,Xenium,Macrophages_1
53692,16.115255,8.43721,Xenium,Invasive_Tumor
53693,11.679376,6.561467,Xenium,Stromal
53694,12.568242,8.836127,Xenium,Prolif_Invasive_Tumor
54251,14.82594,8.746671,Xenium,Invasive_Tumor
54262,15.1417675,8.854288,Xenium,Invasive_Tumor
54270,14.870935,9.4920225,Xenium,Invasive_Tumor
54276,14.155667,8.73387,Xenium,Invasive_Tumor
54277,16.152697,8.0597725,Xenium,Invasive_Tumor
54288,12.1769285,6.957293,Xenium,Invasive_Tumor
54293,11.9043665,7.0753293,Xenium,Invasive_Tumor
54300,11.017004,6.285293,Xenium,Stromal
54301,11.619563,6.6012044,Xenium,Stromal
54319,15.128242,7.662142,Xenium,Invasive_Tumor
54320,8.257192,3.9811537,Xenium,Stromal
54321,8.335251,4.1120253,Xenium,Stromal
54322,8.371869,4.107196,Xenium,Stromal
54323,5.2602463,3.2948558,Xenium,Macrophages_1
54324,4.027527,-0.26489243,Xenium,Endothelial
54325,14.471347,8.831166,Xenium,Invasive_Tumor
54326,15.669092,10.117154,Xenium,Invasive_Tumor
54327,14.163445,8.0933485,Xenium,Invasive_Tumor
54328,7.929454,4.5193667,Xenium,Stromal
54329,15.782761,9.579682,Xenium,Invasive_Tumor
54330,13.697695,9.587132,Xenium,Invasive_Tumor
54331,8.071203,4.883416,Xenium,Stromal
54332,15.459019,10.283302,Xenium,Invasive_Tumor
54333,3.750619,-0.29976937,Xenium,Endothelial
54334,14.384814,10.193955,Xenium,Invasive_Tumor
54335,14.359705,8.70027,Xenium,Invasive_Tumor
54336,5.8621793,4.226889,Xenium,Invasive_Tumor
54337,5.613816,4.585934,Xenium,Macrophages_1
54338,12.540613,7.223776,Xenium,Invasive_Tumor
54339,4.2017035,-0.23040505,Xenium,Endothelial
54340,14.766157,9.202898,Xenium,Invasive_Tumor
54341,4.1748886,0.2768278,Xenium,Endothelial
54342,4.206603,-0.24633923,Xenium,Endothelial
54343,5.9494576,4.2626843,Xenium,Macrophages_1
54344,5.807843,3.6528594,Xenium,Stromal
54345,3.6576016,-0.6226077,Xenium,Endothelial
54346,7.5689735,4.2269626,Xenium,Stromal
54347,14.170129,8.751872,Xenium,Invasive_Tumor
54348,8.413368,5.0855494,Xenium,Stromal
54680,6.173417,3.9590716,Xenium,Macrophages_1
54681,7.6428275,3.806383,Xenium,Stromal
54682,5.13479,2.964146,Xenium,Macrophages_1
54683,4.383722,6.1431847,Xenium,CD8+_T_Cells
54684,13.260915,8.121387,Xenium,Invasive_Tumor
54685,10.769472,6.5456357,Xenium,Invasive_Tumor
54686,14.708602,10.317062,Xenium,Invasive_Tumor
54687,11.579024,6.6313434,Xenium,Stromal
54688,4.0883436,6.162945,Xenium,CD8+_T_Cells
54689,12.04583,8.476539,Xenium,Prolif_Invasive_Tumor
54690,12.496604,9.376578,Xenium,Prolif_Invasive_Tumor
54691,5.401716,5.552287,Xenium,T_Cell_&_Tumor_Hybrid
54692,5.0922813,3.531272,Xenium,Macrophages_1
54693,14.805525,8.325269,Xenium,Invasive_Tumor
54694,14.863462,7.3065624,Xenium,Invasive_Tumor
54695,13.910355,8.976201,Xenium,Prolif_Invasive_Tumor
54696,11.724708,9.527691,Xenium,Prolif_Invasive_Tumor
54698,5.4436355,5.64836,Xenium,Invasive_Tumor
54699,13.294224,8.32967,Xenium,Invasive_Tumor
54701,15.408102,8.018168,Xenium,Invasive_Tumor
54702,15.191762,8.584824,Xenium,Invasive_Tumor
54703,14.383884,10.119515,Xenium,Invasive_Tumor
54704,14.626174,9.4908495,Xenium,Invasive_Tumor
54705,12.517814,9.72786,Xenium,Prolif_Invasive_Tumor
54706,13.666122,10.361855,Xenium,Invasive_Tumor
54708,15.859083,7.917171,Xenium,Invasive_Tumor
54709,15.967469,9.5433445,Xenium,Invasive_Tumor
54710,13.234612,8.642557,Xenium,Invasive_Tumor
54711,14.926063,7.456566,Xenium,Invasive_Tumor
54712,14.498491,8.623851,Xenium,Invasive_Tumor
54713,15.037729,9.499178,Xenium,Invasive_Tumor
54714,13.439409,9.51423,Xenium,Invasive_Tumor
54715,16.1303,8.114925,Xenium,Invasive_Tumor
54716,13.728485,10.005735,Xenium,Invasive_Tumor
54717,14.2199955,10.050203,Xenium,Invasive_Tumor
54718,13.779912,8.831293,Xenium,Invasive_Tumor
54719,14.619675,10.061174,Xenium,Invasive_Tumor
54720,15.813057,8.984049,Xenium,Invasive_Tumor
54721,14.515843,8.746997,Xenium,Invasive_Tumor
54722,14.385548,10.312736,Xenium,Invasive_Tumor
54723,15.764007,7.8310776,Xenium,Invasive_Tumor
54724,13.068707,8.157714,Xenium,Invasive_Tumor
54726,14.177695,9.973883,Xenium,Invasive_Tumor
54727,13.616024,10.22606,Xenium,Invasive_Tumor
54729,13.925578,10.124707,Xenium,Invasive_Tumor
54730,14.0527935,9.798458,Xenium,Invasive_Tumor
54731,13.91171,10.35067,Xenium,Invasive_Tumor
75042,1.7770399,6.319066,Xenium,Stromal
75045,8.002738,2.8915386,Xenium,Stromal
75050,8.147461,2.57365,Xenium,Stromal
75065,4.038103,5.928669,Xenium,CD8+_T_Cells
75292,3.8231647,-1.2006049,Xenium,Endothelial
75293,3.3978865,-1.3749796,Xenium,Endothelial
75294,6.04115,3.8685253,Xenium,Stromal
75295,3.6578805,-1.1632968,Xenium,Endothelial
75296,4.1629343,-0.31445464,Xenium,Endothelial
75297,3.905669,-1.0893985,Xenium,Endothelial
75298,3.9042287,-1.0978805,Xenium,Endothelial
75304,15.555687,7.667394,Xenium,Invasive_Tumor
75306,5.7514997,3.7371655,Xenium,Macrophages_1
75307,11.872241,7.1945615,Xenium,Invasive_Tumor
75313,12.188477,6.5348516,Xenium,Invasive_Tumor
75315,12.442108,7.1214237,Xenium,Invasive_Tumor
75317,12.282858,6.8927584,Xenium,Invasive_Tumor
75318,7.6552854,5.065616,Xenium,Stromal
75319,14.148961,6.3992987,Xenium,Invasive_Tumor
75321,12.477436,7.845343,Xenium,Invasive_Tumor
75322,4.4681563,5.8876185,Xenium,CD8+_T_Cells
75324,14.564218,7.091777,Xenium,Invasive_Tumor
75325,11.849061,6.5204062,Xenium,Stromal
75327,13.283452,8.163883,Xenium,Invasive_Tumor
75328,11.82547,6.825244,Xenium,Invasive_Tumor
75330,11.762062,7.4003096,Xenium,Invasive_Tumor
75331,15.103183,8.882023,Xenium,Invasive_Tumor
75335,15.499914,9.01802,Xenium,Invasive_Tumor
