,Cell,Cell_type
869,C_870,CD4+_T_Cells
870,C_871,CD4+_T_Cells
871,C_872,CD4+_T_Cells
872,C_873,CD4+_T_Cells
873,C_874,CD4+_T_Cells
874,C_875,CD4+_T_Cells
875,C_876,CD4+_T_Cells
876,C_877,CD4+_T_Cells
877,C_878,CD4+_T_Cells
878,C_879,CD4+_T_Cells
879,C_880,CD4+_T_Cells
880,C_881,CD4+_T_Cells
881,C_882,CD4+_T_Cells
882,C_883,CD4+_T_Cells
883,C_884,CD4+_T_Cells
884,C_885,CD4+_T_Cells
885,C_886,CD4+_T_Cells
886,C_887,CD4+_T_Cells
887,C_888,CD4+_T_Cells
888,C_889,CD4+_T_Cells
889,C_890,CD4+_T_Cells
890,C_891,CD4+_T_Cells
891,C_892,CD4+_T_Cells
892,C_893,CD4+_T_Cells
893,C_894,CD4+_T_Cells
894,C_895,CD4+_T_Cells
895,C_896,CD4+_T_Cells
896,C_897,CD4+_T_Cells
897,C_898,CD4+_T_Cells
898,C_899,CD4+_T_Cells
899,C_900,CD4+_T_Cells
