,Cell,Cell_type
2828,C_2829,Stromal
2829,C_2830,Invasive_Tumor
2830,C_2831,Macrophages_1
2831,C_2832,Stromal
2832,C_2833,Invasive_Tumor
2833,C_2834,Invasive_Tumor
2834,C_2835,Invasive_Tumor
2835,C_2836,Invasive_Tumor
2836,C_2837,Invasive_Tumor
2837,C_2838,Invasive_Tumor
2838,C_2839,Invasive_Tumor
2839,C_2840,Invasive_Tumor
2840,C_2841,Invasive_Tumor
2841,C_2842,Invasive_Tumor
2842,C_2843,Invasive_Tumor
2843,C_2844,Invasive_Tumor
2844,C_2845,Invasive_Tumor
2845,C_2846,Stromal
2846,C_2847,Invasive_Tumor
2847,C_2848,Invasive_Tumor
2848,C_2849,Invasive_Tumor
2849,C_2850,Invasive_Tumor
2850,C_2851,Invasive_Tumor
2851,C_2852,Invasive_Tumor
2852,C_2853,Stromal
2853,C_2854,Endothelial
2854,C_2855,Stromal
2855,C_2856,Stromal
2856,C_2857,Invasive_Tumor
2857,C_2858,Invasive_Tumor
2858,C_2859,Invasive_Tumor
2859,C_2860,Stromal
2860,C_2861,Invasive_Tumor
2861,C_2862,Invasive_Tumor
2862,C_2863,Invasive_Tumor
2863,C_2864,Invasive_Tumor
2864,C_2865,Invasive_Tumor
2865,C_2866,Prolif_Invasive_Tumor
2866,C_2867,Invasive_Tumor
2867,C_2868,Stromal
2868,C_2869,Invasive_Tumor
2869,C_2870,Invasive_Tumor
2870,C_2871,Invasive_Tumor
2871,C_2872,Macrophages_1
2872,C_2873,Invasive_Tumor
2873,C_2874,Invasive_Tumor
2874,C_2875,Invasive_Tumor
2875,C_2876,Invasive_Tumor
2876,C_2877,Invasive_Tumor
2877,C_2878,Prolif_Invasive_Tumor
2878,C_2879,Invasive_Tumor
2879,C_2880,Invasive_Tumor
2880,C_2881,Stromal
2881,C_2882,Invasive_Tumor
2882,C_2883,Invasive_Tumor
2883,C_2884,Invasive_Tumor
2884,C_2885,Invasive_Tumor
2885,C_2886,Prolif_Invasive_Tumor
2886,C_2887,Invasive_Tumor
2887,C_2888,Invasive_Tumor
2888,C_2889,Prolif_Invasive_Tumor
2889,C_2890,Invasive_Tumor
2890,C_2891,Invasive_Tumor
2891,C_2892,Invasive_Tumor
2892,C_2893,Invasive_Tumor
2893,C_2894,Stromal
2894,C_2895,Prolif_Invasive_Tumor
2895,C_2896,Prolif_Invasive_Tumor
2896,C_2897,Invasive_Tumor
2897,C_2898,Invasive_Tumor
2898,C_2899,Invasive_Tumor
2899,C_2900,Macrophages_1
2900,C_2901,Invasive_Tumor
2901,C_2902,Invasive_Tumor
2902,C_2903,Invasive_Tumor
2903,C_2904,Stromal
2904,C_2905,Invasive_Tumor
2905,C_2906,Invasive_Tumor
2906,C_2907,Invasive_Tumor
2907,C_2908,Invasive_Tumor
2908,C_2909,Prolif_Invasive_Tumor
2909,C_2910,Endothelial
2910,C_2911,Invasive_Tumor
2911,C_2912,Stromal
2912,C_2913,Macrophages_1
2913,C_2914,Prolif_Invasive_Tumor
2914,C_2915,Endothelial
2915,C_2916,Invasive_Tumor
2916,C_2917,Invasive_Tumor
2917,C_2918,Invasive_Tumor
2918,C_2919,Invasive_Tumor
2919,C_2920,Stromal
2920,C_2921,Stromal
2921,C_2922,Prolif_Invasive_Tumor
2922,C_2923,Prolif_Invasive_Tumor
2923,C_2924,Invasive_Tumor
2924,C_2925,Invasive_Tumor
2925,C_2926,CD4+_T_Cells
2926,C_2927,Invasive_Tumor
2927,C_2928,Stromal
2928,C_2929,Prolif_Invasive_Tumor
2929,C_2930,Stromal
2930,C_2931,Invasive_Tumor
2931,C_2932,Macrophages_1
2932,C_2933,Endothelial
2933,C_2934,Macrophages_1
2934,C_2935,Stromal
2935,C_2936,Invasive_Tumor
2936,C_2937,Invasive_Tumor
2937,C_2938,Invasive_Tumor
2938,C_2939,Stromal
2939,C_2940,Invasive_Tumor
2940,C_2941,Invasive_Tumor
2941,C_2942,Stromal
2942,C_2943,Prolif_Invasive_Tumor
2943,C_2944,Invasive_Tumor
2944,C_2945,Invasive_Tumor
2945,C_2946,Macrophages_1
2946,C_2947,Invasive_Tumor
2947,C_2948,Prolif_Invasive_Tumor
2948,C_2949,Invasive_Tumor
2949,C_2950,Prolif_Invasive_Tumor
2950,C_2951,Invasive_Tumor
2951,C_2952,Stromal
2952,C_2953,Endothelial
2953,C_2954,Stromal
2954,C_2955,Invasive_Tumor
2955,C_2956,Invasive_Tumor
2956,C_2957,Invasive_Tumor
2957,C_2958,Invasive_Tumor
2958,C_2959,Invasive_Tumor
2959,C_2960,Invasive_Tumor
2960,C_2961,Invasive_Tumor
2961,C_2962,Invasive_Tumor
2962,C_2963,Invasive_Tumor
2963,C_2964,Prolif_Invasive_Tumor
2964,C_2965,Invasive_Tumor
2965,C_2966,Prolif_Invasive_Tumor
2966,C_2967,Macrophages_1
2967,C_2968,Invasive_Tumor
2968,C_2969,Invasive_Tumor
2969,C_2970,Macrophages_1
2970,C_2971,Invasive_Tumor
2971,C_2972,Invasive_Tumor
2972,C_2973,Invasive_Tumor
2973,C_2974,Invasive_Tumor
2974,C_2975,Macrophages_1
2975,C_2976,Invasive_Tumor
2976,C_2977,Prolif_Invasive_Tumor
2977,C_2978,Macrophages_1
2978,C_2979,Prolif_Invasive_Tumor
2979,C_2980,Endothelial
2980,C_2981,Invasive_Tumor
2981,C_2982,Invasive_Tumor
2982,C_2983,Invasive_Tumor
2983,C_2984,Invasive_Tumor
2984,C_2985,Invasive_Tumor
2985,C_2986,Invasive_Tumor
2986,C_2987,Prolif_Invasive_Tumor
2987,C_2988,Stromal
2988,C_2989,Invasive_Tumor
2989,C_2990,Prolif_Invasive_Tumor
2990,C_2991,Invasive_Tumor
2991,C_2992,Prolif_Invasive_Tumor
2992,C_2993,Invasive_Tumor
2993,C_2994,Invasive_Tumor
2994,C_2995,Invasive_Tumor
2995,C_2996,Invasive_Tumor
2996,C_2997,Invasive_Tumor
2997,C_2998,Invasive_Tumor
2998,C_2999,Invasive_Tumor
2999,C_3000,Invasive_Tumor
3000,C_3001,Invasive_Tumor
3001,C_3002,Invasive_Tumor
3002,C_3003,Prolif_Invasive_Tumor
3003,C_3004,Invasive_Tumor
3004,C_3005,CD8+_T_Cells
3005,C_3006,Prolif_Invasive_Tumor
3006,C_3007,Invasive_Tumor
3007,C_3008,Invasive_Tumor
3008,C_3009,Invasive_Tumor
3009,C_3010,Invasive_Tumor
3010,C_3011,Invasive_Tumor
3011,C_3012,Prolif_Invasive_Tumor
3012,C_3013,Stromal
3013,C_3014,Invasive_Tumor
3014,C_3015,Invasive_Tumor
3015,C_3016,Invasive_Tumor
3016,C_3017,Invasive_Tumor
3017,C_3018,Macrophages_1
3018,C_3019,Invasive_Tumor
3019,C_3020,Prolif_Invasive_Tumor
3020,C_3021,Invasive_Tumor
3021,C_3022,Invasive_Tumor
3022,C_3023,Invasive_Tumor
3023,C_3024,Stromal
3024,C_3025,Stromal
3025,C_3026,Invasive_Tumor
3026,C_3027,Invasive_Tumor
3027,C_3028,Invasive_Tumor
3028,C_3029,Invasive_Tumor
3029,C_3030,Invasive_Tumor
3030,C_3031,Endothelial
3031,C_3032,Stromal
3032,C_3033,Invasive_Tumor
3033,C_3034,Stromal
3034,C_3035,Invasive_Tumor
3035,C_3036,Invasive_Tumor
3036,C_3037,Invasive_Tumor
3037,C_3038,Invasive_Tumor
3038,C_3039,Invasive_Tumor
3039,C_3040,Macrophages_1
3040,C_3041,Invasive_Tumor
3041,C_3042,CD8+_T_Cells
3042,C_3043,Prolif_Invasive_Tumor
3043,C_3044,Invasive_Tumor
3044,C_3045,Invasive_Tumor
3045,C_3046,Macrophages_1
3046,C_3047,Invasive_Tumor
3047,C_3048,Invasive_Tumor
3048,C_3049,Invasive_Tumor
3049,C_3050,Stromal
3050,C_3051,Invasive_Tumor
3051,C_3052,Endothelial
3052,C_3053,Invasive_Tumor
3053,C_3054,Stromal
3054,C_3055,Macrophages_1
3055,C_3056,Invasive_Tumor
3056,C_3057,Stromal
3057,C_3058,Macrophages_1
3058,C_3059,Endothelial
3059,C_3060,Macrophages_1
3060,C_3061,Macrophages_1
3061,C_3062,Stromal
3062,C_3063,Invasive_Tumor
3063,C_3064,Invasive_Tumor
3064,C_3065,Invasive_Tumor
3065,C_3066,CD8+_T_Cells
3066,C_3067,Invasive_Tumor
3067,C_3068,Invasive_Tumor
3068,C_3069,Invasive_Tumor
3069,C_3070,Invasive_Tumor
3070,C_3071,Invasive_Tumor
3071,C_3072,Invasive_Tumor
3072,C_3073,Invasive_Tumor
3073,C_3074,Prolif_Invasive_Tumor
3074,C_3075,Stromal
3075,C_3076,Invasive_Tumor
3076,C_3077,Invasive_Tumor
3077,C_3078,Invasive_Tumor
3078,C_3079,Endothelial
3079,C_3080,Invasive_Tumor
3080,C_3081,Invasive_Tumor
3081,C_3082,Stromal
3082,C_3083,Prolif_Invasive_Tumor
3083,C_3084,Invasive_Tumor
3084,C_3085,Invasive_Tumor
3085,C_3086,Invasive_Tumor
3086,C_3087,Invasive_Tumor
3087,C_3088,Macrophages_1
3088,C_3089,Invasive_Tumor
3089,C_3090,Invasive_Tumor
3090,C_3091,Invasive_Tumor
3091,C_3092,Invasive_Tumor
3092,C_3093,Endothelial
3093,C_3094,Invasive_Tumor
3094,C_3095,Invasive_Tumor
3095,C_3096,Invasive_Tumor
3096,C_3097,Invasive_Tumor
3097,C_3098,T_Cell_&_Tumor_Hybrid
3098,C_3099,CD4+_T_Cells
3099,C_3100,Invasive_Tumor
3100,C_3101,Invasive_Tumor
3101,C_3102,Endothelial
3102,C_3103,Invasive_Tumor
3103,C_3104,Invasive_Tumor
3104,C_3105,Invasive_Tumor
3105,C_3106,Invasive_Tumor
3106,C_3107,Stromal
3107,C_3108,Stromal
3108,C_3109,Invasive_Tumor
3109,C_3110,Endothelial
3110,C_3111,Invasive_Tumor
3111,C_3112,Invasive_Tumor
3112,C_3113,B_Cells
3113,C_3114,Endothelial
3114,C_3115,Prolif_Invasive_Tumor
3115,C_3116,Invasive_Tumor
3116,C_3117,Stromal
3117,C_3118,Invasive_Tumor
3118,C_3119,Invasive_Tumor
3119,C_3120,Endothelial
3120,C_3121,Invasive_Tumor
3121,C_3122,Stromal
3122,C_3123,Invasive_Tumor
3123,C_3124,Invasive_Tumor
3124,C_3125,Invasive_Tumor
3125,C_3126,Stromal
3126,C_3127,Invasive_Tumor
3127,C_3128,Stromal
3128,C_3129,Invasive_Tumor
3129,C_3130,Prolif_Invasive_Tumor
3130,C_3131,Endothelial
3131,C_3132,Invasive_Tumor
3132,C_3133,B_Cells
3133,C_3134,Invasive_Tumor
3134,C_3135,Endothelial
3135,C_3136,Invasive_Tumor
3136,C_3137,Stromal
3137,C_3138,Invasive_Tumor
3138,C_3139,Invasive_Tumor
3139,C_3140,Invasive_Tumor
3140,C_3141,Invasive_Tumor
3141,C_3142,Invasive_Tumor
3142,C_3143,Invasive_Tumor
3143,C_3144,Invasive_Tumor
3144,C_3145,Invasive_Tumor
3145,C_3146,Prolif_Invasive_Tumor
3146,C_3147,Stromal
3147,C_3148,Prolif_Invasive_Tumor
3148,C_3149,Stromal
3149,C_3150,Invasive_Tumor
3150,C_3151,Prolif_Invasive_Tumor
3151,C_3152,Prolif_Invasive_Tumor
3152,C_3153,Invasive_Tumor
3153,C_3154,Invasive_Tumor
3154,C_3155,Prolif_Invasive_Tumor
3155,C_3156,Invasive_Tumor
3156,C_3157,Invasive_Tumor
3157,C_3158,Macrophages_1
3158,C_3159,Endothelial
3159,C_3160,Stromal
3160,C_3161,Invasive_Tumor
3161,C_3162,CD4+_T_Cells
3162,C_3163,Stromal
3163,C_3164,Stromal
3164,C_3165,Invasive_Tumor
3165,C_3166,Invasive_Tumor
3166,C_3167,Invasive_Tumor
3167,C_3168,CD4+_T_Cells
3168,C_3169,Invasive_Tumor
3169,C_3170,Invasive_Tumor
3170,C_3171,Invasive_Tumor
3171,C_3172,Invasive_Tumor
3172,C_3173,Invasive_Tumor
3173,C_3174,Prolif_Invasive_Tumor
3174,C_3175,Invasive_Tumor
3175,C_3176,Prolif_Invasive_Tumor
3176,C_3177,T_Cell_&_Tumor_Hybrid
3177,C_3178,Invasive_Tumor
3178,C_3179,Invasive_Tumor
3179,C_3180,Invasive_Tumor
3180,C_3181,Invasive_Tumor
3181,C_3182,Invasive_Tumor
3182,C_3183,Invasive_Tumor
3183,C_3184,Invasive_Tumor
3184,C_3185,Endothelial
3185,C_3186,Prolif_Invasive_Tumor
3186,C_3187,Stromal
3187,C_3188,Invasive_Tumor
3188,C_3189,Prolif_Invasive_Tumor
3189,C_3190,Invasive_Tumor
3190,C_3191,Invasive_Tumor
3191,C_3192,Macrophages_1
3192,C_3193,Invasive_Tumor
3193,C_3194,Invasive_Tumor
3194,C_3195,Stromal
3195,C_3196,Invasive_Tumor
3196,C_3197,Macrophages_1
3197,C_3198,Stromal
3198,C_3199,Invasive_Tumor
3199,C_3200,Invasive_Tumor
3200,C_3201,Stromal
3201,C_3202,Invasive_Tumor
3202,C_3203,Invasive_Tumor
3203,C_3204,Invasive_Tumor
3204,C_3205,Prolif_Invasive_Tumor
3205,C_3206,Invasive_Tumor
3206,C_3207,Invasive_Tumor
3207,C_3208,Invasive_Tumor
3208,C_3209,Prolif_Invasive_Tumor
3209,C_3210,CD4+_T_Cells
3210,C_3211,T_Cell_&_Tumor_Hybrid
3211,C_3212,Stromal
3212,C_3213,Stromal
3213,C_3214,Stromal
3214,C_3215,Invasive_Tumor
3215,C_3216,Invasive_Tumor
3216,C_3217,Macrophages_1
3217,C_3218,Macrophages_1
3218,C_3219,Invasive_Tumor
3219,C_3220,Invasive_Tumor
3220,C_3221,Stromal
3221,C_3222,Stromal
3222,C_3223,Stromal
3223,C_3224,Macrophages_1
3224,C_3225,Invasive_Tumor
3225,C_3226,Invasive_Tumor
3226,C_3227,Invasive_Tumor
3227,C_3228,Invasive_Tumor
3228,C_3229,Invasive_Tumor
3229,C_3230,Invasive_Tumor
3230,C_3231,B_Cells
3231,C_3232,Invasive_Tumor
3232,C_3233,Invasive_Tumor
3233,C_3234,Invasive_Tumor
3234,C_3235,Invasive_Tumor
3235,C_3236,Invasive_Tumor
3236,C_3237,Invasive_Tumor
3237,C_3238,Prolif_Invasive_Tumor
3238,C_3239,Invasive_Tumor
3239,C_3240,Endothelial
3240,C_3241,Stromal
3241,C_3242,Invasive_Tumor
3242,C_3243,Invasive_Tumor
3243,C_3244,Invasive_Tumor
3244,C_3245,Prolif_Invasive_Tumor
3245,C_3246,Endothelial
3246,C_3247,Prolif_Invasive_Tumor
3247,C_3248,Prolif_Invasive_Tumor
3248,C_3249,Prolif_Invasive_Tumor
3249,C_3250,Invasive_Tumor
3250,C_3251,Invasive_Tumor
3251,C_3252,Invasive_Tumor
3252,C_3253,Invasive_Tumor
3253,C_3254,Invasive_Tumor
3254,C_3255,Stromal
3255,C_3256,Prolif_Invasive_Tumor
3256,C_3257,Invasive_Tumor
3257,C_3258,Invasive_Tumor
3258,C_3259,Stromal
3259,C_3260,Invasive_Tumor
3260,C_3261,Invasive_Tumor
3261,C_3262,Invasive_Tumor
3262,C_3263,Invasive_Tumor
3263,C_3264,Invasive_Tumor
3264,C_3265,Invasive_Tumor
3265,C_3266,Invasive_Tumor
3266,C_3267,Stromal
3267,C_3268,Endothelial
3268,C_3269,Invasive_Tumor
3269,C_3270,Invasive_Tumor
3270,C_3271,Invasive_Tumor
3271,C_3272,Prolif_Invasive_Tumor
3272,C_3273,Invasive_Tumor
3273,C_3274,Invasive_Tumor
3274,C_3275,Invasive_Tumor
3275,C_3276,Invasive_Tumor
3276,C_3277,Macrophages_1
3277,C_3278,Invasive_Tumor
3278,C_3279,Invasive_Tumor
3279,C_3280,Stromal
3280,C_3281,Endothelial
3281,C_3282,CD4+_T_Cells
3282,C_3283,Prolif_Invasive_Tumor
3283,C_3284,Invasive_Tumor
3284,C_3285,Invasive_Tumor
3285,C_3286,Invasive_Tumor
3286,C_3287,Macrophages_1
3287,C_3288,Invasive_Tumor
3288,C_3289,Invasive_Tumor
3289,C_3290,Stromal
3290,C_3291,Invasive_Tumor
3291,C_3292,Prolif_Invasive_Tumor
3292,C_3293,Invasive_Tumor
3293,C_3294,Invasive_Tumor
3294,C_3295,Invasive_Tumor
3295,C_3296,Invasive_Tumor
3296,C_3297,Invasive_Tumor
3297,C_3298,Invasive_Tumor
3298,C_3299,T_Cell_&_Tumor_Hybrid
3299,C_3300,Stromal
3300,C_3301,Prolif_Invasive_Tumor
3301,C_3302,Invasive_Tumor
3302,C_3303,Invasive_Tumor
3303,C_3304,Invasive_Tumor
3304,C_3305,Macrophages_1
3305,C_3306,Invasive_Tumor
3306,C_3307,Invasive_Tumor
3307,C_3308,Invasive_Tumor
3308,C_3309,Invasive_Tumor
3309,C_3310,Invasive_Tumor
3310,C_3311,Macrophages_1
3311,C_3312,Invasive_Tumor
3312,C_3313,Stromal
3313,C_3314,Invasive_Tumor
3314,C_3315,Prolif_Invasive_Tumor
3315,C_3316,Invasive_Tumor
3316,C_3317,Invasive_Tumor
3317,C_3318,Invasive_Tumor
3318,C_3319,Invasive_Tumor
3319,C_3320,Invasive_Tumor
3320,C_3321,Invasive_Tumor
3321,C_3322,Invasive_Tumor
3322,C_3323,Stromal
3323,C_3324,Prolif_Invasive_Tumor
3324,C_3325,Endothelial
3325,C_3326,Invasive_Tumor
3326,C_3327,Invasive_Tumor
3327,C_3328,CD8+_T_Cells
3328,C_3329,Invasive_Tumor
3329,C_3330,Invasive_Tumor
3330,C_3331,Prolif_Invasive_Tumor
3331,C_3332,Invasive_Tumor
3332,C_3333,Invasive_Tumor
3333,C_3334,Invasive_Tumor
3334,C_3335,Prolif_Invasive_Tumor
3335,C_3336,Invasive_Tumor
3336,C_3337,Invasive_Tumor
3337,C_3338,Stromal
3338,C_3339,Stromal
3339,C_3340,Invasive_Tumor
3340,C_3341,Invasive_Tumor
3341,C_3342,Invasive_Tumor
3342,C_3343,Invasive_Tumor
3343,C_3344,Stromal
3344,C_3345,Invasive_Tumor
3345,C_3346,Invasive_Tumor
3346,C_3347,Invasive_Tumor
3347,C_3348,Endothelial
3348,C_3349,Stromal
3349,C_3350,Invasive_Tumor
3350,C_3351,Invasive_Tumor
3351,C_3352,Invasive_Tumor
3352,C_3353,Invasive_Tumor
3353,C_3354,Stromal
3354,C_3355,Invasive_Tumor
3355,C_3356,Prolif_Invasive_Tumor
3356,C_3357,Invasive_Tumor
3357,C_3358,Prolif_Invasive_Tumor
3358,C_3359,Invasive_Tumor
3359,C_3360,Invasive_Tumor
3360,C_3361,Stromal
3361,C_3362,Invasive_Tumor
3362,C_3363,Endothelial
3363,C_3364,Invasive_Tumor
3364,C_3365,Invasive_Tumor
3365,C_3366,Stromal
3366,C_3367,Stromal
3367,C_3368,Invasive_Tumor
3368,C_3369,Invasive_Tumor
3369,C_3370,Invasive_Tumor
3370,C_3371,Prolif_Invasive_Tumor
3371,C_3372,Invasive_Tumor
3372,C_3373,Stromal
3373,C_3374,Invasive_Tumor
3374,C_3375,Invasive_Tumor
3375,C_3376,Invasive_Tumor
3376,C_3377,CD8+_T_Cells
3377,C_3378,Endothelial
3378,C_3379,Stromal
3379,C_3380,Endothelial
3380,C_3381,Prolif_Invasive_Tumor
3381,C_3382,Invasive_Tumor
3382,C_3383,Invasive_Tumor
3383,C_3384,Invasive_Tumor
3384,C_3385,Prolif_Invasive_Tumor
3385,C_3386,Macrophages_1
3386,C_3387,Invasive_Tumor
3387,C_3388,Invasive_Tumor
3388,C_3389,Invasive_Tumor
3389,C_3390,Invasive_Tumor
3390,C_3391,Invasive_Tumor
3391,C_3392,Macrophages_1
3392,C_3393,Invasive_Tumor
3393,C_3394,Invasive_Tumor
3394,C_3395,Invasive_Tumor
3395,C_3396,Invasive_Tumor
3396,C_3397,Macrophages_1
3397,C_3398,Invasive_Tumor
3398,C_3399,Invasive_Tumor
3399,C_3400,Invasive_Tumor
3400,C_3401,Invasive_Tumor
3401,C_3402,Invasive_Tumor
3402,C_3403,Invasive_Tumor
3403,C_3404,Invasive_Tumor
3404,C_3405,Invasive_Tumor
3405,C_3406,Invasive_Tumor
3406,C_3407,Stromal
3407,C_3408,Invasive_Tumor
3408,C_3409,Macrophages_1
3409,C_3410,Invasive_Tumor
3410,C_3411,Invasive_Tumor
3411,C_3412,Invasive_Tumor
3412,C_3413,Invasive_Tumor
3413,C_3414,Invasive_Tumor
3414,C_3415,Stromal
3415,C_3416,Endothelial
3416,C_3417,Prolif_Invasive_Tumor
3417,C_3418,Invasive_Tumor
3418,C_3419,Invasive_Tumor
3419,C_3420,Stromal
3420,C_3421,Invasive_Tumor
3421,C_3422,Stromal
3422,C_3423,Invasive_Tumor
3423,C_3424,Invasive_Tumor
3424,C_3425,Invasive_Tumor
3425,C_3426,Invasive_Tumor
3426,C_3427,Invasive_Tumor
3427,C_3428,Invasive_Tumor
3428,C_3429,Prolif_Invasive_Tumor
3429,C_3430,Stromal
3430,C_3431,Macrophages_1
3431,C_3432,Invasive_Tumor
3432,C_3433,Invasive_Tumor
3433,C_3434,CD8+_T_Cells
3434,C_3435,Invasive_Tumor
3435,C_3436,Invasive_Tumor
3436,C_3437,Invasive_Tumor
3437,C_3438,Invasive_Tumor
3438,C_3439,Invasive_Tumor
3439,C_3440,Invasive_Tumor
3440,C_3441,Stromal
3441,C_3442,Invasive_Tumor
3442,C_3443,Prolif_Invasive_Tumor
3443,C_3444,Macrophages_1
3444,C_3445,CD8+_T_Cells
3445,C_3446,Invasive_Tumor
3446,C_3447,Invasive_Tumor
3447,C_3448,Invasive_Tumor
3448,C_3449,Stromal
3449,C_3450,Stromal
3450,C_3451,Invasive_Tumor
3451,C_3452,Invasive_Tumor
3452,C_3453,Stromal
3453,C_3454,Stromal
3454,C_3455,Stromal
3455,C_3456,Endothelial
3456,C_3457,CD8+_T_Cells
3457,C_3458,Invasive_Tumor
3458,C_3459,Endothelial
3459,C_3460,Invasive_Tumor
3460,C_3461,Invasive_Tumor
3461,C_3462,Endothelial
3462,C_3463,Stromal
3463,C_3464,Invasive_Tumor
3464,C_3465,Invasive_Tumor
3465,C_3466,Invasive_Tumor
3466,C_3467,Stromal
3467,C_3468,B_Cells
3468,C_3469,Invasive_Tumor
3469,C_3470,Invasive_Tumor
3470,C_3471,Stromal
3471,C_3472,Endothelial
3472,C_3473,Prolif_Invasive_Tumor
3473,C_3474,Macrophages_1
3474,C_3475,Prolif_Invasive_Tumor
3475,C_3476,Invasive_Tumor
3476,C_3477,Invasive_Tumor
3477,C_3478,Invasive_Tumor
3478,C_3479,Invasive_Tumor
3479,C_3480,Prolif_Invasive_Tumor
3480,C_3481,Invasive_Tumor
3481,C_3482,Invasive_Tumor
3482,C_3483,Endothelial
3483,C_3484,Invasive_Tumor
3484,C_3485,Invasive_Tumor
3485,C_3486,Invasive_Tumor
3486,C_3487,Endothelial
3487,C_3488,Invasive_Tumor
3488,C_3489,Invasive_Tumor
3489,C_3490,Invasive_Tumor
3490,C_3491,Invasive_Tumor
3491,C_3492,Invasive_Tumor
3492,C_3493,Invasive_Tumor
3493,C_3494,Invasive_Tumor
3494,C_3495,Invasive_Tumor
3495,C_3496,Invasive_Tumor
3496,C_3497,Invasive_Tumor
3497,C_3498,Invasive_Tumor
3498,C_3499,Stromal
3499,C_3500,Invasive_Tumor
3500,C_3501,Invasive_Tumor
3501,C_3502,Endothelial
3502,C_3503,Invasive_Tumor
3503,C_3504,Invasive_Tumor
3504,C_3505,Invasive_Tumor
3505,C_3506,Prolif_Invasive_Tumor
3506,C_3507,Invasive_Tumor
3507,C_3508,Invasive_Tumor
3508,C_3509,CD8+_T_Cells
3509,C_3510,Invasive_Tumor
3510,C_3511,Invasive_Tumor
3511,C_3512,Prolif_Invasive_Tumor
3512,C_3513,Invasive_Tumor
3513,C_3514,Invasive_Tumor
3514,C_3515,Stromal
3515,C_3516,Prolif_Invasive_Tumor
3516,C_3517,Stromal
3517,C_3518,Prolif_Invasive_Tumor
3518,C_3519,CD8+_T_Cells
3519,C_3520,CD8+_T_Cells
3520,C_3521,Macrophages_1
3521,C_3522,Invasive_Tumor
3522,C_3523,Invasive_Tumor
3523,C_3524,Invasive_Tumor
3524,C_3525,Invasive_Tumor
3525,C_3526,Invasive_Tumor
3526,C_3527,Invasive_Tumor
3527,C_3528,Endothelial
3528,C_3529,Invasive_Tumor
3529,C_3530,Prolif_Invasive_Tumor
3530,C_3531,Invasive_Tumor
3531,C_3532,Macrophages_1
3532,C_3533,Invasive_Tumor
3533,C_3534,Invasive_Tumor
3534,C_3535,Invasive_Tumor
3535,C_3536,Prolif_Invasive_Tumor
3536,C_3537,Invasive_Tumor
3537,C_3538,Invasive_Tumor
3538,C_3539,Invasive_Tumor
3539,C_3540,Invasive_Tumor
3540,C_3541,Invasive_Tumor
3541,C_3542,Invasive_Tumor
3542,C_3543,Invasive_Tumor
3543,C_3544,Invasive_Tumor
3544,C_3545,Stromal
3545,C_3546,Invasive_Tumor
3546,C_3547,Endothelial
3547,C_3548,Invasive_Tumor
3548,C_3549,Prolif_Invasive_Tumor
3549,C_3550,Invasive_Tumor
3550,C_3551,Stromal
3551,C_3552,Invasive_Tumor
3552,C_3553,Invasive_Tumor
3553,C_3554,Invasive_Tumor
3554,C_3555,Invasive_Tumor
3555,C_3556,Macrophages_1
3556,C_3557,Endothelial
3557,C_3558,Invasive_Tumor
3558,C_3559,Invasive_Tumor
3559,C_3560,Invasive_Tumor
3560,C_3561,Invasive_Tumor
3561,C_3562,Endothelial
3562,C_3563,Invasive_Tumor
3563,C_3564,Invasive_Tumor
3564,C_3565,Invasive_Tumor
3565,C_3566,Prolif_Invasive_Tumor
3566,C_3567,Invasive_Tumor
3567,C_3568,Macrophages_1
3568,C_3569,Invasive_Tumor
3569,C_3570,Invasive_Tumor
3570,C_3571,Invasive_Tumor
3571,C_3572,Prolif_Invasive_Tumor
3572,C_3573,Invasive_Tumor
3573,C_3574,CD8+_T_Cells
3574,C_3575,Invasive_Tumor
3575,C_3576,Prolif_Invasive_Tumor
3576,C_3577,Invasive_Tumor
3577,C_3578,Prolif_Invasive_Tumor
3578,C_3579,B_Cells
3579,C_3580,Stromal
3580,C_3581,Invasive_Tumor
3581,C_3582,Endothelial
3582,C_3583,CD4+_T_Cells
3583,C_3584,Invasive_Tumor
3584,C_3585,CD8+_T_Cells
3585,C_3586,Invasive_Tumor
3586,C_3587,Invasive_Tumor
3587,C_3588,Invasive_Tumor
3588,C_3589,B_Cells
3589,C_3590,Prolif_Invasive_Tumor
3590,C_3591,Invasive_Tumor
3591,C_3592,T_Cell_&_Tumor_Hybrid
3592,C_3593,Invasive_Tumor
3593,C_3594,Invasive_Tumor
3594,C_3595,Stromal
3595,C_3596,Invasive_Tumor
3596,C_3597,Stromal
3597,C_3598,Invasive_Tumor
3598,C_3599,Invasive_Tumor
3599,C_3600,Invasive_Tumor
3600,C_3601,Endothelial
3601,C_3602,Invasive_Tumor
3602,C_3603,Prolif_Invasive_Tumor
3603,C_3604,Stromal
3604,C_3605,Endothelial
3605,C_3606,Stromal
3606,C_3607,Stromal
3607,C_3608,Invasive_Tumor
3608,C_3609,Invasive_Tumor
3609,C_3610,Stromal
3610,C_3611,Invasive_Tumor
3611,C_3612,Invasive_Tumor
3612,C_3613,Invasive_Tumor
3613,C_3614,Macrophages_1
3614,C_3615,Stromal
3615,C_3616,Macrophages_1
3616,C_3617,Invasive_Tumor
3617,C_3618,Invasive_Tumor
3618,C_3619,Invasive_Tumor
3619,C_3620,Endothelial
3620,C_3621,Invasive_Tumor
3621,C_3622,Invasive_Tumor
3622,C_3623,Stromal
