,Cell,Cell_type
12978,C_12979,Prolif_Invasive_Tumor
12979,C_12980,Stromal
12980,C_12981,Macrophages_1
12981,C_12982,Prolif_Invasive_Tumor
12982,C_12983,Stromal
12983,C_12984,Stromal
12984,C_12985,Macrophages_1
12985,C_12986,Prolif_Invasive_Tumor
12986,C_12987,Prolif_Invasive_Tumor
12987,C_12988,Endothelial
12988,C_12989,Prolif_Invasive_Tumor
12989,C_12990,Stromal
12990,C_12991,Stromal
12991,C_12992,CD8+_T_Cells
12992,C_12993,T_Cell_&_Tumor_Hybrid
12993,C_12994,Endothelial
12994,C_12995,Prolif_Invasive_Tumor
12995,C_12996,Endothelial
12996,C_12997,Prolif_Invasive_Tumor
12997,C_12998,Prolif_Invasive_Tumor
12998,C_12999,Macrophages_1
12999,C_13000,Macrophages_1
13000,C_13001,Endothelial
13001,C_13002,CD8+_T_Cells
13002,C_13003,Prolif_Invasive_Tumor
13003,C_13004,Stromal
13004,C_13005,Stromal
13005,C_13006,Stromal
13006,C_13007,CD8+_T_Cells
13007,C_13008,Stromal
13008,C_13009,Prolif_Invasive_Tumor
13009,C_13010,Endothelial
13010,C_13011,Stromal
13011,C_13012,Prolif_Invasive_Tumor
13012,C_13013,Stromal
13013,C_13014,Stromal
13014,C_13015,Prolif_Invasive_Tumor
13015,C_13016,Prolif_Invasive_Tumor
13016,C_13017,T_Cell_&_Tumor_Hybrid
13017,C_13018,Endothelial
13018,C_13019,Macrophages_1
13019,C_13020,Macrophages_1
13020,C_13021,Stromal
13021,C_13022,CD8+_T_Cells
13022,C_13023,Stromal
13023,C_13024,Macrophages_1
13024,C_13025,Prolif_Invasive_Tumor
13025,C_13026,Stromal
13026,C_13027,Prolif_Invasive_Tumor
13027,C_13028,Macrophages_1
13028,C_13029,Prolif_Invasive_Tumor
13029,C_13030,Macrophages_1
13030,C_13031,Endothelial
13031,C_13032,Stromal
13032,C_13033,CD4+_T_Cells
13033,C_13034,Endothelial
13034,C_13035,CD8+_T_Cells
13035,C_13036,Macrophages_1
13036,C_13037,Macrophages_1
13037,C_13038,Stromal
13038,C_13039,Prolif_Invasive_Tumor
13039,C_13040,Endothelial
13040,C_13041,Stromal
13041,C_13042,Prolif_Invasive_Tumor
13042,C_13043,Macrophages_1
13043,C_13044,Macrophages_1
13044,C_13045,Endothelial
13045,C_13046,Endothelial
13046,C_13047,Stromal
13047,C_13048,Prolif_Invasive_Tumor
13048,C_13049,CD8+_T_Cells
13049,C_13050,CD8+_T_Cells
13050,C_13051,Prolif_Invasive_Tumor
13051,C_13052,T_Cell_&_Tumor_Hybrid
13052,C_13053,Prolif_Invasive_Tumor
13053,C_13054,Endothelial
13054,C_13055,Prolif_Invasive_Tumor
13055,C_13056,CD4+_T_Cells
13056,C_13057,Stromal
13057,C_13058,Stromal
13058,C_13059,Macrophages_1
13059,C_13060,Stromal
13060,C_13061,Prolif_Invasive_Tumor
13061,C_13062,CD8+_T_Cells
13062,C_13063,Endothelial
13063,C_13064,Prolif_Invasive_Tumor
13064,C_13065,Prolif_Invasive_Tumor
13065,C_13066,Stromal
13066,C_13067,Endothelial
13067,C_13068,Endothelial
13068,C_13069,Stromal
13069,C_13070,Endothelial
13070,C_13071,CD4+_T_Cells
13071,C_13072,Endothelial
13072,C_13073,Stromal
13073,C_13074,Macrophages_1
13074,C_13075,Prolif_Invasive_Tumor
13075,C_13076,Prolif_Invasive_Tumor
13076,C_13077,Macrophages_1
13077,C_13078,Stromal
13078,C_13079,Stromal
13079,C_13080,CD8+_T_Cells
13080,C_13081,Endothelial
13081,C_13082,Stromal
13082,C_13083,Prolif_Invasive_Tumor
13083,C_13084,Stromal
13084,C_13085,Stromal
13085,C_13086,Stromal
13086,C_13087,Endothelial
13087,C_13088,CD8+_T_Cells
13088,C_13089,Stromal
13089,C_13090,Stromal
13090,C_13091,Stromal
13091,C_13092,Endothelial
13092,C_13093,CD8+_T_Cells
13093,C_13094,Stromal
13094,C_13095,Endothelial
13095,C_13096,Stromal
13096,C_13097,Macrophages_1
13097,C_13098,Stromal
13098,C_13099,Stromal
13099,C_13100,Endothelial
13100,C_13101,Macrophages_1
13101,C_13102,Stromal
13102,C_13103,Macrophages_1
13103,C_13104,Endothelial
13104,C_13105,Endothelial
13105,C_13106,Endothelial
13106,C_13107,Stromal
13107,C_13108,Endothelial
13108,C_13109,Endothelial
13109,C_13110,Stromal
13110,C_13111,Stromal
13111,C_13112,Macrophages_1
13112,C_13113,Macrophages_1
13113,C_13114,CD8+_T_Cells
13114,C_13115,Stromal
13115,C_13116,Stromal
13116,C_13117,CD8+_T_Cells
13117,C_13118,Stromal
13118,C_13119,Prolif_Invasive_Tumor
13119,C_13120,Stromal
13120,C_13121,CD4+_T_Cells
13121,C_13122,Prolif_Invasive_Tumor
13122,C_13123,Stromal
13123,C_13124,Macrophages_1
13124,C_13125,Prolif_Invasive_Tumor
13125,C_13126,Macrophages_1
13126,C_13127,Macrophages_1
13127,C_13128,Endothelial
13128,C_13129,T_Cell_&_Tumor_Hybrid
13129,C_13130,Stromal
13130,C_13131,Prolif_Invasive_Tumor
13131,C_13132,Endothelial
13132,C_13133,Stromal
13133,C_13134,Endothelial
13134,C_13135,Endothelial
13135,C_13136,T_Cell_&_Tumor_Hybrid
13136,C_13137,Endothelial
13137,C_13138,Stromal
13138,C_13139,Stromal
13139,C_13140,Stromal
13140,C_13141,Prolif_Invasive_Tumor
13141,C_13142,Endothelial
13142,C_13143,Macrophages_1
13143,C_13144,Stromal
13144,C_13145,Stromal
13145,C_13146,Stromal
13146,C_13147,Stromal
13147,C_13148,Macrophages_1
13148,C_13149,Stromal
13149,C_13150,CD4+_T_Cells
13150,C_13151,Prolif_Invasive_Tumor
13151,C_13152,Stromal
13152,C_13153,Macrophages_1
13153,C_13154,Prolif_Invasive_Tumor
13154,C_13155,Prolif_Invasive_Tumor
13155,C_13156,Macrophages_1
13156,C_13157,Prolif_Invasive_Tumor
13157,C_13158,Prolif_Invasive_Tumor
13158,C_13159,Macrophages_1
13159,C_13160,Prolif_Invasive_Tumor
13160,C_13161,Stromal
13161,C_13162,Macrophages_1
13162,C_13163,Prolif_Invasive_Tumor
13163,C_13164,Stromal
13164,C_13165,Endothelial
13165,C_13166,B_Cells
13166,C_13167,Stromal
13167,C_13168,Macrophages_1
13168,C_13169,Macrophages_1
13169,C_13170,B_Cells
13170,C_13171,Stromal
13171,C_13172,Stromal
13172,C_13173,Stromal
13173,C_13174,Endothelial
13174,C_13175,Stromal
13175,C_13176,Prolif_Invasive_Tumor
13176,C_13177,Stromal
13177,C_13178,Prolif_Invasive_Tumor
13178,C_13179,Prolif_Invasive_Tumor
13179,C_13180,Macrophages_1
13180,C_13181,Macrophages_1
13181,C_13182,Prolif_Invasive_Tumor
13182,C_13183,Prolif_Invasive_Tumor
13183,C_13184,CD8+_T_Cells
13184,C_13185,Prolif_Invasive_Tumor
13185,C_13186,Stromal
13186,C_13187,Prolif_Invasive_Tumor
13187,C_13188,Endothelial
13188,C_13189,CD8+_T_Cells
13189,C_13190,Prolif_Invasive_Tumor
13190,C_13191,Endothelial
13191,C_13192,Stromal
13192,C_13193,Prolif_Invasive_Tumor
13193,C_13194,Stromal
13194,C_13195,Macrophages_1
13195,C_13196,Stromal
13196,C_13197,Endothelial
13197,C_13198,Endothelial
13198,C_13199,Prolif_Invasive_Tumor
13199,C_13200,CD8+_T_Cells
13200,C_13201,Endothelial
13201,C_13202,Prolif_Invasive_Tumor
13202,C_13203,Prolif_Invasive_Tumor
13203,C_13204,Stromal
13204,C_13205,Prolif_Invasive_Tumor
13205,C_13206,Endothelial
13206,C_13207,Macrophages_1
13207,C_13208,Stromal
13208,C_13209,Endothelial
13209,C_13210,Stromal
13210,C_13211,Stromal
13211,C_13212,Prolif_Invasive_Tumor
13212,C_13213,Endothelial
13213,C_13214,Endothelial
13214,C_13215,Endothelial
13215,C_13216,Endothelial
13216,C_13217,Stromal
13217,C_13218,Prolif_Invasive_Tumor
13218,C_13219,Stromal
13219,C_13220,Stromal
13220,C_13221,Endothelial
13221,C_13222,Stromal
13222,C_13223,Stromal
13223,C_13224,Prolif_Invasive_Tumor
13224,C_13225,Stromal
13225,C_13226,Stromal
13226,C_13227,Prolif_Invasive_Tumor
13227,C_13228,Endothelial
13228,C_13229,Prolif_Invasive_Tumor
13229,C_13230,Stromal
13230,C_13231,Endothelial
13231,C_13232,Prolif_Invasive_Tumor
13232,C_13233,CD8+_T_Cells
13233,C_13234,Endothelial
13234,C_13235,Stromal
13235,C_13236,Stromal
13236,C_13237,Endothelial
13237,C_13238,Stromal
13238,C_13239,Stromal
13239,C_13240,Macrophages_1
13240,C_13241,Endothelial
13241,C_13242,Stromal
13242,C_13243,Macrophages_1
13243,C_13244,Stromal
13244,C_13245,Stromal
13245,C_13246,Stromal
13246,C_13247,Stromal
13247,C_13248,Stromal
13248,C_13249,Prolif_Invasive_Tumor
13249,C_13250,Prolif_Invasive_Tumor
13250,C_13251,Prolif_Invasive_Tumor
13251,C_13252,Macrophages_1
13252,C_13253,Stromal
13253,C_13254,Stromal
13254,C_13255,Endothelial
13255,C_13256,CD4+_T_Cells
13256,C_13257,Endothelial
13257,C_13258,Prolif_Invasive_Tumor
13258,C_13259,Stromal
13259,C_13260,Endothelial
13260,C_13261,Stromal
13261,C_13262,CD8+_T_Cells
13262,C_13263,Macrophages_1
13263,C_13264,Prolif_Invasive_Tumor
13264,C_13265,Stromal
13265,C_13266,Prolif_Invasive_Tumor
13266,C_13267,Prolif_Invasive_Tumor
13267,C_13268,Endothelial
13268,C_13269,B_Cells
13269,C_13270,Prolif_Invasive_Tumor
13270,C_13271,Stromal
13271,C_13272,Prolif_Invasive_Tumor
13272,C_13273,T_Cell_&_Tumor_Hybrid
13273,C_13274,CD8+_T_Cells
13274,C_13275,Stromal
13275,C_13276,Prolif_Invasive_Tumor
13276,C_13277,Stromal
13277,C_13278,Stromal
13278,C_13279,Prolif_Invasive_Tumor
13279,C_13280,Stromal
13280,C_13281,Stromal
13281,C_13282,Macrophages_1
13282,C_13283,Prolif_Invasive_Tumor
13283,C_13284,Macrophages_1
13284,C_13285,Prolif_Invasive_Tumor
13285,C_13286,Stromal
13286,C_13287,T_Cell_&_Tumor_Hybrid
13287,C_13288,Prolif_Invasive_Tumor
13288,C_13289,CD8+_T_Cells
13289,C_13290,Prolif_Invasive_Tumor
13290,C_13291,Macrophages_1
13291,C_13292,Prolif_Invasive_Tumor
13292,C_13293,Stromal
13293,C_13294,Stromal
13294,C_13295,Prolif_Invasive_Tumor
13295,C_13296,Stromal
13296,C_13297,Endothelial
13297,C_13298,Prolif_Invasive_Tumor
13298,C_13299,Macrophages_1
13299,C_13300,Endothelial
13300,C_13301,B_Cells
13301,C_13302,Prolif_Invasive_Tumor
13302,C_13303,Stromal
13303,C_13304,Prolif_Invasive_Tumor
13304,C_13305,Prolif_Invasive_Tumor
13305,C_13306,Prolif_Invasive_Tumor
13306,C_13307,Stromal
13307,C_13308,Prolif_Invasive_Tumor
13308,C_13309,Stromal
13309,C_13310,Prolif_Invasive_Tumor
13310,C_13311,Endothelial
13311,C_13312,Stromal
13312,C_13313,Stromal
13313,C_13314,Stromal
13314,C_13315,CD4+_T_Cells
13315,C_13316,Endothelial
13316,C_13317,Macrophages_1
13317,C_13318,B_Cells
13318,C_13319,Endothelial
13319,C_13320,Stromal
13320,C_13321,Prolif_Invasive_Tumor
13321,C_13322,Stromal
13322,C_13323,Prolif_Invasive_Tumor
13323,C_13324,Prolif_Invasive_Tumor
13324,C_13325,Macrophages_1
13325,C_13326,Stromal
13326,C_13327,Stromal
13327,C_13328,Prolif_Invasive_Tumor
13328,C_13329,Stromal
13329,C_13330,Stromal
13330,C_13331,Stromal
13331,C_13332,Macrophages_1
13332,C_13333,Stromal
13333,C_13334,Macrophages_1
13334,C_13335,Macrophages_1
13335,C_13336,Prolif_Invasive_Tumor
13336,C_13337,Prolif_Invasive_Tumor
13337,C_13338,Stromal
13338,C_13339,Prolif_Invasive_Tumor
13339,C_13340,T_Cell_&_Tumor_Hybrid
13340,C_13341,Stromal
13341,C_13342,Stromal
13342,C_13343,Stromal
13343,C_13344,Stromal
13344,C_13345,Stromal
13345,C_13346,Stromal
13346,C_13347,Stromal
13347,C_13348,Endothelial
13348,C_13349,Stromal
13349,C_13350,Stromal
13350,C_13351,Prolif_Invasive_Tumor
13351,C_13352,Stromal
13352,C_13353,CD8+_T_Cells
13353,C_13354,Endothelial
13354,C_13355,Endothelial
13355,C_13356,Endothelial
13356,C_13357,Prolif_Invasive_Tumor
13357,C_13358,Stromal
13358,C_13359,Stromal
13359,C_13360,Endothelial
13360,C_13361,Prolif_Invasive_Tumor
13361,C_13362,Prolif_Invasive_Tumor
13362,C_13363,Prolif_Invasive_Tumor
13363,C_13364,Endothelial
13364,C_13365,T_Cell_&_Tumor_Hybrid
13365,C_13366,Endothelial
13366,C_13367,Stromal
13367,C_13368,Endothelial
13368,C_13369,Macrophages_1
13369,C_13370,CD4+_T_Cells
13370,C_13371,Stromal
13371,C_13372,Stromal
13372,C_13373,Endothelial
13373,C_13374,Stromal
13374,C_13375,Stromal
13375,C_13376,Stromal
13376,C_13377,Prolif_Invasive_Tumor
13377,C_13378,Stromal
13378,C_13379,Endothelial
13379,C_13380,Stromal
13380,C_13381,Endothelial
13381,C_13382,B_Cells
13382,C_13383,Stromal
13383,C_13384,Endothelial
13384,C_13385,Stromal
13385,C_13386,Endothelial
13386,C_13387,Stromal
13387,C_13388,Stromal
13388,C_13389,Stromal
13389,C_13390,Stromal
13390,C_13391,Macrophages_1
13391,C_13392,Prolif_Invasive_Tumor
13392,C_13393,Endothelial
13393,C_13394,Prolif_Invasive_Tumor
13394,C_13395,Stromal
13395,C_13396,Stromal
13396,C_13397,Prolif_Invasive_Tumor
13397,C_13398,Macrophages_1
13398,C_13399,Endothelial
13399,C_13400,Stromal
13400,C_13401,Stromal
13401,C_13402,Stromal
13402,C_13403,Stromal
13403,C_13404,Stromal
13404,C_13405,Stromal
13405,C_13406,Endothelial
13406,C_13407,Stromal
13407,C_13408,CD8+_T_Cells
13408,C_13409,Macrophages_1
13409,C_13410,Stromal
13410,C_13411,Prolif_Invasive_Tumor
13411,C_13412,Stromal
13412,C_13413,Macrophages_1
13413,C_13414,Prolif_Invasive_Tumor
13414,C_13415,Prolif_Invasive_Tumor
13415,C_13416,Prolif_Invasive_Tumor
13416,C_13417,Stromal
13417,C_13418,Macrophages_1
13418,C_13419,Stromal
13419,C_13420,Endothelial
13420,C_13421,Prolif_Invasive_Tumor
13421,C_13422,Stromal
13422,C_13423,Endothelial
13423,C_13424,Macrophages_1
13424,C_13425,Stromal
13425,C_13426,Prolif_Invasive_Tumor
13426,C_13427,Macrophages_1
13427,C_13428,T_Cell_&_Tumor_Hybrid
13428,C_13429,Endothelial
13429,C_13430,Stromal
13430,C_13431,Endothelial
13431,C_13432,Stromal
13432,C_13433,Prolif_Invasive_Tumor
13433,C_13434,Macrophages_1
13434,C_13435,Endothelial
13435,C_13436,Endothelial
13436,C_13437,Stromal
13437,C_13438,Prolif_Invasive_Tumor
13438,C_13439,Prolif_Invasive_Tumor
13439,C_13440,Prolif_Invasive_Tumor
13440,C_13441,Endothelial
13441,C_13442,Stromal
13442,C_13443,Prolif_Invasive_Tumor
13443,C_13444,Stromal
13444,C_13445,Prolif_Invasive_Tumor
13445,C_13446,Stromal
13446,C_13447,Prolif_Invasive_Tumor
13447,C_13448,Stromal
13448,C_13449,Endothelial
13449,C_13450,Macrophages_1
13450,C_13451,Macrophages_1
13451,C_13452,Stromal
13452,C_13453,Stromal
13453,C_13454,Stromal
13454,C_13455,B_Cells
13455,C_13456,Prolif_Invasive_Tumor
13456,C_13457,Stromal
13457,C_13458,Stromal
13458,C_13459,Stromal
13459,C_13460,Stromal
13460,C_13461,CD4+_T_Cells
13461,C_13462,Stromal
13462,C_13463,Stromal
13463,C_13464,Prolif_Invasive_Tumor
13464,C_13465,Endothelial
13465,C_13466,Prolif_Invasive_Tumor
13466,C_13467,Macrophages_1
13467,C_13468,Macrophages_1
13468,C_13469,Stromal
13469,C_13470,CD8+_T_Cells
13470,C_13471,Endothelial
13471,C_13472,Prolif_Invasive_Tumor
13472,C_13473,Prolif_Invasive_Tumor
13473,C_13474,Endothelial
13474,C_13475,CD8+_T_Cells
13475,C_13476,Prolif_Invasive_Tumor
13476,C_13477,Stromal
13477,C_13478,B_Cells
13478,C_13479,Stromal
13479,C_13480,Prolif_Invasive_Tumor
13480,C_13481,Prolif_Invasive_Tumor
13481,C_13482,Endothelial
13482,C_13483,Endothelial
13483,C_13484,Prolif_Invasive_Tumor
13484,C_13485,B_Cells
13485,C_13486,Macrophages_1
13486,C_13487,Macrophages_1
13487,C_13488,Prolif_Invasive_Tumor
13488,C_13489,Stromal
13489,C_13490,Prolif_Invasive_Tumor
13490,C_13491,Stromal
13491,C_13492,Prolif_Invasive_Tumor
13492,C_13493,Stromal
13493,C_13494,Stromal
13494,C_13495,Stromal
13495,C_13496,Prolif_Invasive_Tumor
13496,C_13497,Stromal
13497,C_13498,Endothelial
13498,C_13499,Stromal
13499,C_13500,Endothelial
13500,C_13501,Prolif_Invasive_Tumor
13501,C_13502,Stromal
13502,C_13503,Endothelial
13503,C_13504,Prolif_Invasive_Tumor
13504,C_13505,Prolif_Invasive_Tumor
13505,C_13506,Stromal
13506,C_13507,Endothelial
13507,C_13508,Prolif_Invasive_Tumor
13508,C_13509,Prolif_Invasive_Tumor
13509,C_13510,Macrophages_1
13510,C_13511,Stromal
13511,C_13512,Stromal
13512,C_13513,Stromal
13513,C_13514,Stromal
13514,C_13515,Macrophages_1
13515,C_13516,Stromal
13516,C_13517,Stromal
13517,C_13518,Endothelial
13518,C_13519,Macrophages_1
13519,C_13520,Stromal
13520,C_13521,Endothelial
13521,C_13522,Macrophages_1
13522,C_13523,Macrophages_1
13523,C_13524,Stromal
13524,C_13525,Prolif_Invasive_Tumor
13525,C_13526,Endothelial
13526,C_13527,B_Cells
13527,C_13528,Stromal
13528,C_13529,Endothelial
13529,C_13530,Macrophages_1
13530,C_13531,Stromal
13531,C_13532,Stromal
13532,C_13533,Stromal
13533,C_13534,Prolif_Invasive_Tumor
13534,C_13535,Stromal
13535,C_13536,CD8+_T_Cells
13536,C_13537,Stromal
13537,C_13538,Prolif_Invasive_Tumor
13538,C_13539,Prolif_Invasive_Tumor
13539,C_13540,Prolif_Invasive_Tumor
13540,C_13541,Endothelial
13541,C_13542,B_Cells
13542,C_13543,Prolif_Invasive_Tumor
13543,C_13544,Prolif_Invasive_Tumor
13544,C_13545,Prolif_Invasive_Tumor
13545,C_13546,Macrophages_1
13546,C_13547,Prolif_Invasive_Tumor
13547,C_13548,Stromal
13548,C_13549,Prolif_Invasive_Tumor
13549,C_13550,Prolif_Invasive_Tumor
13550,C_13551,Stromal
13551,C_13552,Stromal
13552,C_13553,Stromal
13553,C_13554,Stromal
13554,C_13555,CD8+_T_Cells
13555,C_13556,Macrophages_1
13556,C_13557,Prolif_Invasive_Tumor
13557,C_13558,Stromal
13558,C_13559,Endothelial
13559,C_13560,Stromal
13560,C_13561,Prolif_Invasive_Tumor
13561,C_13562,CD8+_T_Cells
13562,C_13563,Stromal
13563,C_13564,Stromal
13564,C_13565,Stromal
13565,C_13566,Prolif_Invasive_Tumor
13566,C_13567,Stromal
13567,C_13568,Stromal
13568,C_13569,Prolif_Invasive_Tumor
13569,C_13570,Prolif_Invasive_Tumor
13570,C_13571,Prolif_Invasive_Tumor
13571,C_13572,Prolif_Invasive_Tumor
13572,C_13573,Prolif_Invasive_Tumor
13573,C_13574,Endothelial
13574,C_13575,Prolif_Invasive_Tumor
13575,C_13576,Macrophages_1
13576,C_13577,Macrophages_1
13577,C_13578,Prolif_Invasive_Tumor
13578,C_13579,Stromal
13579,C_13580,CD4+_T_Cells
13580,C_13581,Stromal
13581,C_13582,Stromal
13582,C_13583,Endothelial
13583,C_13584,Stromal
13584,C_13585,Endothelial
13585,C_13586,Stromal
13586,C_13587,Macrophages_1
13587,C_13588,Macrophages_1
13588,C_13589,Endothelial
13589,C_13590,Stromal
13590,C_13591,Endothelial
13591,C_13592,Stromal
13592,C_13593,Prolif_Invasive_Tumor
13593,C_13594,CD4+_T_Cells
13594,C_13595,Endothelial
13595,C_13596,Macrophages_1
13596,C_13597,Prolif_Invasive_Tumor
13597,C_13598,Stromal
13598,C_13599,Stromal
13599,C_13600,Prolif_Invasive_Tumor
13600,C_13601,Stromal
13601,C_13602,Endothelial
13602,C_13603,Prolif_Invasive_Tumor
13603,C_13604,Prolif_Invasive_Tumor
13604,C_13605,Stromal
13605,C_13606,Stromal
13606,C_13607,Stromal
13607,C_13608,Stromal
13608,C_13609,Endothelial
13609,C_13610,Prolif_Invasive_Tumor
13610,C_13611,B_Cells
13611,C_13612,Endothelial
13612,C_13613,Stromal
13613,C_13614,Stromal
13614,C_13615,Prolif_Invasive_Tumor
13615,C_13616,Prolif_Invasive_Tumor
13616,C_13617,Stromal
13617,C_13618,Stromal
13618,C_13619,Macrophages_1
13619,C_13620,Stromal
13620,C_13621,Macrophages_1
13621,C_13622,Endothelial
13622,C_13623,Endothelial
13623,C_13624,T_Cell_&_Tumor_Hybrid
13624,C_13625,Stromal
13625,C_13626,Macrophages_1
13626,C_13627,Stromal
13627,C_13628,Endothelial
13628,C_13629,Stromal
13629,C_13630,Stromal
13630,C_13631,Endothelial
13631,C_13632,T_Cell_&_Tumor_Hybrid
13632,C_13633,Prolif_Invasive_Tumor
13633,C_13634,Stromal
13634,C_13635,Stromal
13635,C_13636,CD8+_T_Cells
13636,C_13637,T_Cell_&_Tumor_Hybrid
13637,C_13638,Stromal
13638,C_13639,Prolif_Invasive_Tumor
13639,C_13640,T_Cell_&_Tumor_Hybrid
13640,C_13641,Prolif_Invasive_Tumor
13641,C_13642,Endothelial
13642,C_13643,Stromal
13643,C_13644,Stromal
13644,C_13645,Stromal
13645,C_13646,Stromal
13646,C_13647,Prolif_Invasive_Tumor
13647,C_13648,Stromal
13648,C_13649,Macrophages_1
13649,C_13650,Stromal
13650,C_13651,Stromal
13651,C_13652,Endothelial
13652,C_13653,Stromal
13653,C_13654,Prolif_Invasive_Tumor
13654,C_13655,T_Cell_&_Tumor_Hybrid
13655,C_13656,Stromal
13656,C_13657,Macrophages_1
13657,C_13658,Endothelial
13658,C_13659,Stromal
13659,C_13660,Prolif_Invasive_Tumor
13660,C_13661,Prolif_Invasive_Tumor
13661,C_13662,Prolif_Invasive_Tumor
13662,C_13663,Endothelial
13663,C_13664,Stromal
13664,C_13665,T_Cell_&_Tumor_Hybrid
13665,C_13666,Macrophages_1
13666,C_13667,B_Cells
13667,C_13668,Prolif_Invasive_Tumor
13668,C_13669,Endothelial
13669,C_13670,CD4+_T_Cells
13670,C_13671,Macrophages_1
13671,C_13672,Endothelial
13672,C_13673,Macrophages_1
13673,C_13674,Prolif_Invasive_Tumor
13674,C_13675,Endothelial
13675,C_13676,Prolif_Invasive_Tumor
13676,C_13677,Stromal
13677,C_13678,Macrophages_1
13678,C_13679,Endothelial
13679,C_13680,Macrophages_1
13680,C_13681,Prolif_Invasive_Tumor
13681,C_13682,Prolif_Invasive_Tumor
13682,C_13683,Endothelial
13683,C_13684,Macrophages_1
13684,C_13685,Macrophages_1
13685,C_13686,Macrophages_1
13686,C_13687,Prolif_Invasive_Tumor
13687,C_13688,Macrophages_1
13688,C_13689,Prolif_Invasive_Tumor
13689,C_13690,Stromal
13690,C_13691,Prolif_Invasive_Tumor
13691,C_13692,Macrophages_1
13692,C_13693,B_Cells
13693,C_13694,Prolif_Invasive_Tumor
13694,C_13695,Prolif_Invasive_Tumor
13695,C_13696,Stromal
13696,C_13697,Prolif_Invasive_Tumor
13697,C_13698,Stromal
13698,C_13699,CD4+_T_Cells
13699,C_13700,Endothelial
13700,C_13701,Prolif_Invasive_Tumor
13701,C_13702,Macrophages_1
13702,C_13703,Endothelial
13703,C_13704,Stromal
13704,C_13705,Stromal
13705,C_13706,Prolif_Invasive_Tumor
13706,C_13707,Endothelial
13707,C_13708,Endothelial
13708,C_13709,Stromal
13709,C_13710,Prolif_Invasive_Tumor
13710,C_13711,Stromal
13711,C_13712,Prolif_Invasive_Tumor
13712,C_13713,Stromal
13713,C_13714,B_Cells
13714,C_13715,Stromal
13715,C_13716,Macrophages_1
13716,C_13717,Prolif_Invasive_Tumor
13717,C_13718,Prolif_Invasive_Tumor
13718,C_13719,Prolif_Invasive_Tumor
13719,C_13720,Endothelial
13720,C_13721,Stromal
13721,C_13722,Prolif_Invasive_Tumor
13722,C_13723,Prolif_Invasive_Tumor
13723,C_13724,Stromal
13724,C_13725,Stromal
13725,C_13726,Macrophages_1
13726,C_13727,CD8+_T_Cells
13727,C_13728,Macrophages_1
13728,C_13729,Stromal
13729,C_13730,Stromal
13730,C_13731,Endothelial
13731,C_13732,Endothelial
13732,C_13733,Stromal
13733,C_13734,Prolif_Invasive_Tumor
13734,C_13735,Prolif_Invasive_Tumor
13735,C_13736,Endothelial
13736,C_13737,Prolif_Invasive_Tumor
13737,C_13738,Endothelial
13738,C_13739,Prolif_Invasive_Tumor
13739,C_13740,Endothelial
13740,C_13741,Stromal
13741,C_13742,Endothelial
13742,C_13743,T_Cell_&_Tumor_Hybrid
13743,C_13744,T_Cell_&_Tumor_Hybrid
13744,C_13745,Stromal
13745,C_13746,Prolif_Invasive_Tumor
13746,C_13747,Endothelial
13747,C_13748,Stromal
13748,C_13749,Stromal
13749,C_13750,Endothelial
13750,C_13751,Stromal
13751,C_13752,Stromal
13752,C_13753,Prolif_Invasive_Tumor
13753,C_13754,Endothelial
13754,C_13755,Stromal
13755,C_13756,Endothelial
13756,C_13757,Stromal
13757,C_13758,Stromal
13758,C_13759,CD4+_T_Cells
13759,C_13760,Stromal
13760,C_13761,Macrophages_1
13761,C_13762,Macrophages_1
13762,C_13763,Endothelial
13763,C_13764,Macrophages_1
13764,C_13765,CD8+_T_Cells
13765,C_13766,Endothelial
13766,C_13767,Macrophages_1
13767,C_13768,Endothelial
13768,C_13769,Stromal
13769,C_13770,B_Cells
13770,C_13771,Endothelial
13771,C_13772,Endothelial
13772,C_13773,Prolif_Invasive_Tumor
13773,C_13774,Endothelial
13774,C_13775,Macrophages_1
13775,C_13776,Prolif_Invasive_Tumor
13776,C_13777,Macrophages_1
13777,C_13778,Endothelial
13778,C_13779,Endothelial
13779,C_13780,Stromal
13780,C_13781,CD8+_T_Cells
13781,C_13782,Endothelial
13782,C_13783,Stromal
13783,C_13784,Prolif_Invasive_Tumor
13784,C_13785,Macrophages_1
13785,C_13786,Prolif_Invasive_Tumor
13786,C_13787,Stromal
13787,C_13788,Endothelial
13788,C_13789,Stromal
13789,C_13790,Endothelial
13790,C_13791,Prolif_Invasive_Tumor
13791,C_13792,Macrophages_1
13792,C_13793,Endothelial
13793,C_13794,Prolif_Invasive_Tumor
13794,C_13795,Stromal
13795,C_13796,Prolif_Invasive_Tumor
13796,C_13797,Macrophages_1
13797,C_13798,Endothelial
13798,C_13799,Prolif_Invasive_Tumor
13799,C_13800,Prolif_Invasive_Tumor
13800,C_13801,Prolif_Invasive_Tumor
13801,C_13802,CD8+_T_Cells
13802,C_13803,Prolif_Invasive_Tumor
13803,C_13804,Macrophages_1
13804,C_13805,Prolif_Invasive_Tumor
13805,C_13806,Prolif_Invasive_Tumor
13806,C_13807,Stromal
13807,C_13808,Macrophages_1
13808,C_13809,Endothelial
13809,C_13810,Prolif_Invasive_Tumor
13810,C_13811,Stromal
13811,C_13812,Stromal
13812,C_13813,Prolif_Invasive_Tumor
13813,C_13814,Prolif_Invasive_Tumor
